,PM10,NO2,NO,NOX
6791,20.11423950801145,39.37885221418789,27.147401309726757,82.96086623009109
6792,99.03652718794622,40.922754017303895,10.066509980539404,57.28980526012725
6793,25.5411006916201,29.88270467005809,40.73484063649274,95.16721790297095
6794,30.60194833258543,50.49680559892302,69.50043394680313,158.48504117004472
6795,19.574988114316987,57.22675130742513,32.086979120410724,107.7702325672588
6796,27.32602987216974,38.46158624444819,40.1555381431828,101.75331883860524
6797,5.62681691642544,58.14161542490977,47.44399048784258,132.2139257722264
6798,23.410816656085736,65.33094212466037,52.93291836336617,145.41668256547896
6799,16.0,36.35875350709252,33.18201841182774,88.68726857898757
6800,19.56322926776329,41.945758438473824,32.3832539676129,93.21762640641231
6801,21.584455585332282,45.446083095627216,28.535823421792173,92.26212392313212
6802,12.777258672031042,41.268359101276424,28.317372950233025,85.14365269577412
6803,25.452152260154406,33.59916754931526,38.428872292000634,94.86179295803625
6804,26.33754284375745,55.09750856875149,53.162960648566035,137.0631399043425
6805,26.4107078201907,55.401465090094874,70.00080790996854,163.1936355948584
6806,23.225129670678665,58.587305178887476,62.24946734326286,153.02293955825834
6807,22.9477603925357,63.701741320248814,60.48815794830593,154.3063662623345
6808,21.465428459084325,45.155803000569016,28.64864838830745,91.75289996067951
6809,105.7641417913294,18.213907740565617,1.3011844207473775,20.670154660836253
6810,28.42656205082593,59.4119003500367,63.42816184452493,156.1764021509304
6811,5.255940423652291,46.958883444393194,48.27275684465431,123.88657586274495
6812,16.425717653545266,35.91343294960885,32.18774492681981,86.12326281611324
6813,22.713363820531303,55.60600544471126,47.585678571002006,129.60461491007075
6814,22.185781839012705,56.43609521398417,33.48607438096147,109.31509738524953
6815,32.02514921461404,52.69495740831351,83.5961171127667,182.07163626465447
6816,41.52329264593401,50.912215963045085,24.544052456411016,88.99699968676634
6817,17.950277255092157,54.95538724127062,31.644192005395247,104.25510419962416
6818,13.297991000939088,50.09210624539181,44.57407306468019,121.76864087990818
6819,14.729700219776928,35.43621798681338,34.04461584176061,87.05714552263852
6820,64.3162256880644,81.99407519367648,36.466920980634804,138.03943399592293
6821,17.265229133395994,37.00479787341479,30.3296261847502,85.16342135748391
6822,18.67292236597379,41.01983926061274,32.6073145378966,93.06330654343546
6823,24.84219602381087,39.915554963367214,29.946138458368065,81.98872828741506
6824,18.49478405097744,64.7050479817407,49.207562081645335,138.57719592077638
6825,100.42618633545001,42.50175422365507,11.503070124271444,60.84906975167132
6826,96.69416477155576,38.261244721680235,7.645092832595768,51.29042952114719
6827,80.85916414406856,47.117095516847826,7.833114112404489,60.335583008931806
6828,24.85530736972709,39.91426255926976,29.953106202197826,81.98966481212337
6829,21.65918831559753,57.729903473487276,49.38619647345695,133.04153802736383
6830,7.63518083694094,58.45918796984128,46.759891527417,131.89007709004326
6831,21.428133436993352,54.66788518740973,40.24173729003316,119.61097263528738
6832,8.474352439190177,56.53464320437564,33.312659978665586,109.23167659009383
6833,68.39783866716745,61.03227688408382,12.264744345679562,80.28659097110372
6834,22.448493456930485,54.32521428071418,40.909222803075366,120.39579955062236
6835,16.983348076668605,63.8932455635987,51.16776239780235,140.22243378233628
6836,24.33950091774475,62.93313572459113,61.67620450790421,155.64894583514774
6837,10.758334304057119,45.813051383198804,24.37285442633528,83.65439554454301
6838,23.928038713429483,42.624240818016425,67.49316880218394,148.62975804106574
6839,22.441295949498507,43.642104673858434,28.6610933329817,88.13449296107734
6840,22.50279516561338,43.83143150523358,30.339556119949815,92.11597830796468
6841,19.52467046134904,57.23228624925161,32.0948012282812,107.79264679448997
6842,2.381316021434338,46.41957614763267,34.96079929483961,102.07215603094767
6843,19.97431260767427,47.37071451683629,68.7294631844166,154.4198154581049
6844,5.10396336890435,52.84693049091451,32.91378689385655,103.75811830054846
6845,80.68639249286832,47.27377780803003,7.872203698488541,60.54523060943509
6846,18.605460367447133,42.153401471905596,30.471313723891992,92.07369700577568
6847,24.867877510894743,29.035789908705585,40.99133866834911,94.3856057901488
6848,60.541204841333716,63.26113788489827,12.806924248510446,83.1718991866602
6849,23.06943140453327,55.079406903335105,41.31929629721862,121.63026449090322
6850,14.097734759607372,35.188796128364665,39.34089600988193,95.96914498273173
6851,20.152323955637147,37.454616750954735,31.699755081947206,84.48308739605697
6852,19.134571990150782,35.801302991662695,35.56196840882977,93.57171731694675
6853,6.777723833936977,54.484299649868404,32.78617703513824,105.22813232462151
6854,30.336848809519765,52.14939072363961,25.46907433078283,92.20854700935486
6855,7.009124459808831,47.99195817343833,33.46754869778152,100.79242669835867
6856,13.005280876801441,52.313643804993,32.28625057747097,102.39725394406325
6857,20.031039747895598,46.5828495492475,31.47465596218434,95.53413976252443
6858,81.24769470304736,46.8857968320595,16.90058835225987,73.25478625627868
6859,59.335787453158304,80.08951872051331,38.014546046963034,138.27000984013154
6860,34.057213149871984,55.472386935815656,70.27001565610786,163.87839543484563
6861,11.747016545786481,56.9598331958259,32.64310279238206,107.9819100838513
6862,2.825823541011995,54.91166478804858,50.6023804022104,132.90826833300466
6863,16.746842351825904,36.330895057373674,31.476988927958665,85.75611024441238
6864,2.2449992055610473,44.97189156305832,35.375202415094414,101.62094737040707
6865,13.992853476620864,59.46449495599067,44.59430928452602,130.8649023768949
6866,20.562530524657813,60.207454451759695,63.651657836682624,156.57149103905064
6867,22.503460052133136,44.96820077289077,29.551323357607114,93.31897905995311
6868,23.665981510394783,48.575559898934486,65.53822206754508,150.26761556003262
6869,14.473348957802667,52.49825010472917,31.491641527876833,101.33880435824561
6870,8.935063986122422,45.4808715594892,33.68282037059126,99.1554918775965
6871,13.36137405579255,53.40794867923079,34.762404597636966,107.24192641575057
6872,9.991418150535678,58.878592040432636,19.683618858491457,86.98220794881401
6873,30.734020668457323,50.68698976257854,69.52985005797458,158.69119407976476
6874,24.0,66.4134506202193,42.607311078402795,132.19513488480607
6875,21.633793550074984,57.000282709491756,31.766928457215617,106.85312832769387
6876,20.747115760052516,46.007309714146565,28.087881917758907,92.02369647150994
6877,95.90025097762883,37.35916017333075,6.824384448123796,49.25701781645182
6878,20.894120096679945,45.406419713726414,27.81588406767596,91.14477500653916
6879,15.657296408753936,47.46043405402407,38.1626250633462,106.47230674641541
6880,24.885302209181106,43.066872697043884,113.99459941605853,220.7828587462071
6881,23.313127064923396,55.15104218360811,48.00722645134616,129.5232184697604
6882,20.877725336237372,46.51747058863784,30.425415448443605,95.5029287444596
6883,3.9478306358912,41.202924810661855,36.6946100375879,100.10228820229287
6884,24.0,46.710855961719915,59.834580242521476,140.31592014059763
6885,11.617757652684974,31.84843528293371,38.06435652979954,89.5869825757894
6886,14.737155762057528,33.50677608081942,34.94849570263716,87.78760225188135
6887,16.821051002985687,62.06935176054357,54.43581919551123,143.87161208924127
6888,16.309057462629966,57.5860036791107,32.5946828853548,109.2250562211921
6889,11.328603451638784,33.632516703388696,37.439783455539775,89.01734879972841
6890,23.924679145263397,42.016410694062856,32.74196296835802,92.67766042736831
6891,10.29148000531734,52.49417935963842,32.50397307957993,102.86586543908543
6892,17.11365479661051,63.89621150677965,51.34805918135647,140.49898301864488
6893,15.054759934353264,21.24127367343979,42.925673179691785,84.8991254961936
6894,6.157403228631958,58.225514385527426,47.26325952524724,132.1283687293831
6895,103.62897736106656,43.434786885440055,11.61830900893023,61.70675210064233
6896,13.489460457797566,52.64772771588032,31.94248307496373,102.14548056194526
6897,20.011362139809005,47.31199100840273,68.7230258282082,154.36238868329605
6898,16.0,36.071202135746056,33.16704177790344,88.08920166427738
6899,19.21409092189206,41.58265455876774,32.471120451323834,93.15710909312796
6900,2.1764047787622407,44.24341875045499,35.58372947256279,101.39389981770302
6901,11.383668594658694,34.295674477393675,37.31624561263848,88.04157968297216
6902,10.836074460805824,48.26043954228712,32.89619302430477,100.1461688045216
6903,18.785781876591404,39.544910104133436,26.451440737786452,82.82011355267356
6904,23.33663870109081,54.3049529635345,43.70053142187565,123.71845921639188
6905,8.787708965744411,55.2793604353389,32.62984485821988,105.81772796328504
6906,16.251843236872844,56.24635631320918,64.82386092707063,155.45499012963765
6907,20.09531865844457,44.193948092524664,27.413534493447475,88.5472550879019
6908,13.396356991908629,32.92016517258447,35.340112944693,83.4814317365064
6909,13.847518139830047,50.76327939481017,34.163015089024405,103.69882154928955
6910,18.142238170920198,40.40082323267614,26.335602870765634,81.73896012714593
6911,14.263981049743848,32.64313034284912,34.744497623738226,82.82547868844159
6912,22.43793308325901,43.91944565342846,31.9911562070458,93.42103345837049
6913,3.3011790153678127,51.20832255358374,48.088022498776034,126.98844045512053
6914,12.788681030213702,33.61494135545566,35.69256500247605,84.72109069836405
6915,14.123801921932488,51.64826516417982,36.096653363381854,107.5118258803641
6916,26.21940925139627,49.958148708938246,26.422041148044798,92.23590189486029
6917,21.145943212158947,64.51830586142695,42.62827861323818,131.62970573966507
6918,10.83405956842959,50.19550443436721,32.777780796610806,101.59770364485163
6919,23.245913216521622,54.260497476095594,43.0454934232861,122.93731279425114
6920,15.299962699792948,37.168942930683215,35.51311898766049,93.94757180289857
6921,23.473555119997354,52.945563224860095,64.10272119518027,151.47028050001654
6922,27.86471665494348,37.85287017991387,41.00367055561656,102.57391837103056
6923,11.49333711549094,33.905693217314216,37.48381911247015,87.94770342913976
6924,19.83933596906716,57.78616085775048,45.565647566830066,129.99466154705516
6925,19.579999022834972,47.06456104361225,31.406999853425244,95.96804094003276
6926,14.097754802673805,45.40180310163903,42.646423115602936,111.92804541853609
6927,30.067128130881084,49.72666450846876,69.38131490187806,157.65023545520256
6928,18.753688266020774,40.7851947258792,32.029038759150566,93.10746540902383
6929,14.574647084019647,33.956814487479036,34.4986767431632,85.22379865980167
6930,102.06030300281155,43.872250948022966,12.940497813664697,64.1717412319783
6931,8.474268021978084,45.27417165557302,33.84475723799056,99.26542462904237
6932,1.87791891477218,55.04400852468898,48.66444283951727,130.6818004161662
6933,5.0771986407297405,52.848750492430376,32.91590130738235,103.76272183379449
6934,34.027040369984725,54.03106137112777,23.5773901027396,91.15414854960433
6935,18.381913303402918,60.277659753455104,62.121662929468116,154.2788761207199
6936,55.9948628674324,74.99779355305483,38.89154113977028,135.08015663403592
6937,20.602686453729426,50.534532813323004,29.40479557324464,96.68768587638402
6938,13.04083444629231,52.28458055718304,32.27703506330219,102.35967598428635
6939,20.053872414279418,46.55846426154958,31.478080862141912,95.5121747374632
6940,14.270781334326271,35.59429544151919,38.79620754349919,95.92874593142193
6941,2.0456429125282822,42.85472773105035,35.98124554591402,100.96107804046862
6942,14.68062622649571,34.27528181061961,34.40806457634617,85.7722407221153
6943,15.634678661516901,56.699021825122195,32.13647652967837,106.73455724936939
6944,13.989713400810123,52.992902246558984,31.587303485424812,101.88534903157873
6945,98.89730856310845,36.2447591601298,4.585206575070026,44.664793424929975
6946,12.081361333854852,29.601465027381145,38.73134539898304,90.01089340455712
6947,21.074204628119745,45.46874945716811,31.631130694217962,94.5306151477488
6948,22.43108936840636,66.82502955984171,44.03975552919221,134.2247668983621
6949,27.061854015646844,46.74196850885308,28.22529814662453,92.77871840136021
6950,50.22349309576914,77.0881396480124,37.74518483836409,135.41364050684746
6951,13.044980675174076,32.462970020870245,39.29231755994202,93.5324159626568
6952,20.627470000332366,63.94576330036703,42.746046099924506,131.47342310010018
6953,2.317851539537453,57.25071185739503,48.98963211669762,132.75773843762752
6954,12.74794769468469,29.541822090274582,38.97921947500882,90.62635711739357
6955,62.940602575926775,63.36699103895641,11.887188667196567,82.07863756177386
6956,6.559481657550632,49.80277593191822,53.83821743654388,132.80248135303606
6957,20.77248956219794,32.51615410553548,40.16793671716484,96.02671940236263
6958,102.02473574285094,44.11864314140009,13.052267928090913,64.58947870021568
6959,21.947042969916637,65.40294887963651,42.446314525404645,131.87118009521774
6960,21.310890729176716,40.683009735421294,32.94806932942646,92.62655445364588
6961,15.878483679745756,37.97418304944384,33.45042663915658,92.53134327905634
6962,15.312956900326524,37.885485760568486,33.7540597387747,92.01876153767624
6963,17.74528144242682,60.76300364999418,43.40071464379162,130.60464912050293
6964,21.721243105455006,56.82201533720023,31.705470200463644,106.52239741715482
6965,104.46086793292184,42.99804433521603,10.84631455824853,60.08622926666825
6966,17.0,47.3017742661305,36.312985898008456,103.72727970840012
6967,31.51770792028175,52.104686771589336,25.318093058763978,91.88043687072171
6968,24.42884874597805,39.332237029859634,43.68234017629675,107.9038541771247
6969,6.373350071512997,48.78455691084713,33.40609050691292,101.32011944064422
6970,104.23482454769511,28.808252945842064,6.10706385886809,38.63198568732083
6971,13.097784066028732,52.377471005559826,32.2205733131196,102.34915228566507
6972,18.970794809724936,35.928721638034,35.442738621479755,93.52094639101473
6973,18.556604723963986,40.535134677209264,26.605795653306572,81.53975748028314
6974,2.843051762567498,51.32320971846683,33.557122641794805,103.60050133409842
6975,12.890926048830654,30.710568686897993,37.152694204780225,86.73620413248001
6976,30.73654175349248,59.27082984612555,66.95909406475921,161.47025299567815
6977,11.26643538540221,35.61737033833565,36.99021855974282,89.0875993046833
6978,3.9898501961153787,57.88277006226074,48.0015822769482,132.4778866558764
6979,95.73051721329203,32.51481412404186,4.239897998570354,40.569883251657835
6980,2.327690091744259,45.85006877432403,35.123822121097454,101.8946542036735
6981,24.937780833642616,40.02568271604191,30.201102707482807,82.66201193004257
6982,16.438948461187096,54.20727948828761,31.61963291249429,103.34641776228874
6983,11.34707212744129,45.38842422808297,24.530341794090546,83.47924604208622
6984,16.0,18.918428708082786,43.702268954299164,84.23970482519272
6985,97.70969352187166,29.443792218562486,3.530693154662658,36.20085155046833
6986,26.983239322281207,55.22664786445624,54.45376660881489,139.1716324051219
6987,23.64567790882615,45.033004512851235,29.801994811311005,93.7133491464827
6988,37.35430696687598,72.46618514044397,39.82342149194492,133.9788631597113
6989,17.542997724351515,59.41510219979354,43.36185087233192,129.51482362586657
6990,23.382801193426822,55.447347562419054,48.726298971659446,130.38224958728435
6991,14.026742588705053,35.18240683298345,39.572685447877994,96.31842646357114
6992,13.702168035354514,31.82197020843568,35.5707723310587,83.45473029699099
6993,10.640546044893513,45.898006165120556,24.341346067009017,83.68943755164418
6994,4.743050295023622,58.001869827900606,47.745023493257584,132.35643313992745
6995,23.18268742079814,44.20030209597319,30.589602287739016,93.66164072400232
6996,11.119460541382495,48.68495189099097,32.77830441478488,100.3014643766776
6997,21.574280645199895,44.93466827092651,31.706142096779985,94.0495420193177
6998,14.47954133520769,56.65166119474351,32.21387073054109,106.74264321065355
6999,15.847059423868641,38.00600091851902,33.767880437859034,92.89441060905285
7000,16.276026845444523,50.58741154382881,31.15514165551702,99.27774264004177
7001,31.27141532976646,56.20987749695063,70.27198422366065,164.41392900647296
7002,14.808228337598523,36.41658935652574,37.08175160306071,94.89416045012284
7003,23.623090999334117,54.44531458967372,45.76871701519232,126.18481350426674
7004,17.0,63.459000202880716,50.323636753003406,139.13306868645836
7005,13.564419551665946,53.62375120201437,30.40393278949805,100.44084219870427
7006,11.399219386674448,57.5232645935874,33.004811837858576,109.66177036236243
7007,17.139866588849134,60.09445267597197,43.53823030338998,130.42215978606737
7008,11.79869849094812,49.70245033944028,32.49574142776558,100.67368677303956
7009,16.573668811175345,50.27191106015414,31.099581821913937,98.93743865922286
7010,23.745647758174837,42.629642754692206,32.09833599190856,92.95794030228146
7011,24.23432273114851,41.44666808308001,32.1356124893416,90.14680614057986
7012,29.84826940012363,59.77936576842922,66.22552914626877,160.6619251541125
7013,11.274602637564936,35.6435238417461,36.53228610095324,88.27333987157715
7014,23.42822011076802,54.349827854276334,44.361749199745105,124.50697515371265
7015,15.755688511368627,19.63293493093011,43.22417911831885,83.86523343045914
7016,109.62724681491247,30.15799391048901,2.548940336843671,34.524881235015485
7017,13.9162459753237,53.14866339380043,31.613501609870518,102.08435982021017
7018,22.22042056208362,54.8935934566525,41.56883878453461,122.06212990441342
7019,18.538846378722955,55.246728957467866,31.653756253654247,104.60898138520717
7020,15.74585700644583,38.10886221532605,33.45535866555238,92.38499502745317
7021,18.853820562232887,39.45441865223026,26.463687701201916,82.93441854455125
7022,106.899910569495,37.95198092149227,4.13617168471167,45.11382831528833
7023,25.38732618118645,47.69017884951442,28.32542087198474,93.36876711710762
7024,16.0,35.9688343489514,33.16171012234122,87.87629088549266
7025,22.326933712680457,31.904739406345687,40.284520028451034,95.92956664295747
7026,20.619546377131137,34.84123497952329,42.10533830872844,100.69429738298408
7027,22.037586480935175,25.475283793016448,42.0696795507637,91.09963790436574
7028,25.159136105299936,35.27815011663138,37.289039449616745,94.4134782411089
7029,29.69423661674864,52.17371818522309,25.55123688971571,92.38710139720341
7030,11.134305893490353,35.1824082427483,36.93521940525326,88.25503415517227
7031,9.478880220138558,51.86231735642881,51.57999256555244,132.1925898669466
7032,20.70643437724766,54.18450888863956,80.54349243968772,177.91053848769405
7033,23.821161828308195,63.22988485329356,61.248142809877855,155.17725726376045
7034,24.0,51.17965841235939,53.432791394611264,134.17295489503385
7035,24.80875693455977,40.28631099218926,30.55591842996063,84.03482621628403
7036,4.939104249575218,52.85814091102889,32.92681076428356,103.78647406907307
7037,25.835430869472102,40.14596311749652,37.808672824491076,99.4826396911625
7038,21.162824917638417,54.52865930209144,69.70803128487877,161.8761407819545
7039,2.8887378258522523,52.31985155932818,48.255061180529836,128.0587253419134
7040,11.174871727623266,57.88670780125031,33.2381334032718,110.74536955557963
7041,9.050939838768192,45.59659772590592,33.64255310522189,99.18151596859607
7042,12.346849126784443,51.19964351553356,32.513704174076324,101.86768203832932
7043,17.610662928673666,40.356032578490776,26.13185977716921,83.28805954999206
7044,96.412302723293,35.71462458096917,4.724643013859671,44.52535698614033
7045,26.149031564005995,44.08460545216863,68.50864793925588,151.53444290490754
7046,16.289085681454637,46.01124161221024,26.296854430455568,88.28807732763775
7047,17.321952795086126,38.81690655915022,28.622140968756312,83.23241060855494
7048,20.91181717989369,65.3959078660149,49.954439031877484,140.0488973527827
7049,8.39339292281722,46.171891955419675,45.626952197828004,118.60690245286817
7050,8.424294320643762,50.7296921003714,52.70312654851439,132.44674506872485
7051,65.53261011807686,82.58639274027952,35.272925302208435,137.1204441918877
7052,9.652333287689627,59.22585873202845,19.841299876761994,87.51530918252652
7053,22.114471994933247,44.33347584648544,31.827808357441288,93.58276400253338
7054,35.43135239784459,49.63334573614728,25.239878923304904,89.68768536573867
7055,24.123475203780018,41.212487082340495,33.26031854270427,92.82891706178343
7056,21.898468192288348,44.608945395793796,31.376056586078786,93.43185979419111
7057,23.800522945110234,40.018234166839136,29.39256362225858,81.91432306750788
7058,13.284613194792676,54.269811579243,31.86615472208293,103.62554380470587
7059,86.75685695396302,51.88489602268792,12.737489066564548,71.86898108660795
7060,90.20027972995535,50.16921062454975,12.826157203046352,70.29017174381546
7061,24.362202690167216,41.18835056586222,31.78394260204016,88.78616337662083
7062,16.59474505859702,59.75424194944752,58.56590268060438,148.47693805755063
7063,10.384038362415453,49.79686064937302,32.94803881955282,101.55757675398205
7064,17.778791265718084,59.18716844313918,43.2714633481414,129.1391259166225
7065,20.009585790437598,44.04648755955267,27.36838184963047,88.25890687517179
7066,12.890028117865922,52.31747808798512,32.29868777868859,102.41891516372706
7067,100.31813397170994,36.54786858063146,4.505482482698498,44.7445175173015
7068,23.202858859145557,59.093075308804366,62.08332708922587,153.16213213034027
7069,17.817288374363766,57.420098278819985,32.36022153453072,108.55320790596524
7070,2.956547639690184,58.203624636349325,49.28291108908337,133.84900633378425
7071,21.27451754335848,50.6677793127661,29.10359130139428,96.35904850170715
7072,11.41137967279548,33.12178741885188,37.618580093238236,89.1804179554071
7073,13.759197279463026,52.83384612282949,31.75096993158125,102.00521741467922
7074,12.05664470015097,29.65115417192951,38.911808209558124,90.51304955896121
7075,24.0,57.05826017891974,47.27773207325403,129.99982179045202
7076,18.58684939111242,41.59938095271336,26.61907401265254,83.47377011877477
7077,14.20642552021215,24.25795085012559,41.62941819488417,85.6252997546984
7078,20.32720931830251,42.74029769103461,32.190985654893865,93.35004961517244
7079,16.0,36.284934057552185,33.17817364883084,88.533734376645
7080,58.581839697155175,76.64465199444432,38.11544809085345,135.53700573375292
7081,14.023324184962824,50.44243336244284,34.551546448767844,103.96824431345553
7082,18.68115588805906,49.42036791742639,68.95414916444975,156.42420837350846
7083,22.556262345569536,43.76798419767099,32.050912484512615,93.36186882721523
7084,13.939039201157012,52.908680723333205,31.605359692318682,101.84659348223404
7085,15.931531503726518,46.95995500569911,38.76868462323561,106.8925720294609
7086,17.496227189945778,35.001075432043955,40.951547456050555,98.69169861002406
7087,20.066383709241983,42.72041513649024,27.23646859646939,87.66414349736255
7088,15.205341603260258,52.70841895808497,23.152866760665262,88.58160651569261
7089,106.65153317999486,41.847945080502704,8.81337720896478,55.81881336537003
7090,16.119041340633967,50.753816178928,31.184445616414994,99.45722940054183
7091,5.586155560057032,47.383209894673286,49.398790459794476,125.57232413409115
7092,18.34568707258259,48.450763403647215,29.966999865704125,96.14214667052086
7093,78.34984670194584,31.980696495693977,10.781778893836213,48.96911669792466
7094,18.5368556644011,48.17863815041963,31.250528349660165,96.97154485084614
7095,16.607783742872638,35.0465428319824,40.62334599442589,98.12204957631246
7096,14.453975921081247,53.22471808093522,31.58737710871757,102.1529530225501
7097,2.041998075054595,55.98419930063363,49.92306499838065,132.9304767212068
7098,4.173690638389126,48.85690372954131,47.734655291452405,124.72427279338022
7099,23.914558374504644,66.51397480704782,41.919336445898296,131.49289623046917
7100,17.0,47.93580311344568,34.98033898608403,102.39858723835084
7101,16.322195036724423,38.72393694516009,32.93267375041107,92.53491660258166
7102,67.97665889928632,57.748908409954524,10.532485370505357,74.34737819769583
7103,11.428307554999208,33.01734238565488,37.65514431879829,89.21376588334844
7104,10.634790056994941,54.54314138378256,53.11138903261654,135.49428380240423
7105,12.684134847323573,54.97101677237719,33.577235982816255,107.00218373595254
7106,89.15679033860584,25.961400428862234,6.78664052402968,36.82588590365225
7107,24.0,50.94797189482773,53.764694221045914,134.49143892756453
7108,27.728878337393013,47.56067998897121,26.654333250769646,90.7030114918891
7109,108.51610766745044,25.99862970182282,1.9396657043186594,29.432160142481194
7110,34.792653027204246,56.53142035917411,70.43381817424095,165.0263502251906
7111,22.035089868815884,63.73216367103947,59.058307461144885,152.1463793561976
7112,12.734542094989063,55.180805789635514,32.356147515073374,105.97586541921874
7113,7.598305873263887,55.967403052938366,33.27542799961372,108.41366810916016
7114,6.729240876194652,44.49140233589303,34.458009634937305,99.68173824810785
7115,10.000026130378904,52.175862316278604,45.80415832672073,125.83001698474628
7116,12.231744323939388,51.6157762345416,32.55749265811929,102.2889521340967
7117,6.903246359705985,48.74101742064056,46.79254720352717,123.81711013380888
7118,24.410175575527216,41.75650159965424,35.56468754502451,97.31150079338646
7119,94.31684385448389,34.708363952459166,4.7464642854766055,43.690567191226805
7120,12.610762780296856,53.96036581154134,32.32503134977328,104.09707427790572
7121,13.109057841702967,35.322550745327526,38.789846492063226,94.05039578698666
7122,23.314689023489453,42.7949136800118,31.66294310828781,92.40014115822132
7123,14.481698608054874,59.541793592398676,44.427796411631306,130.78607609945115
7124,24.36266649249621,54.86087194586142,48.38120005225114,129.49404535931316
7125,4.4131447387189215,52.73968028251961,51.9780587735564,132.86329423240295
7126,2.1404299820494703,42.43299287766219,36.07064889202261,100.7764974185682
7127,23.170113306313006,54.22335552009337,42.498218071579906,122.28467556735498
7128,15.933468885692985,41.679152323508866,25.699516423867525,83.41850797555722
7129,13.173757532018366,31.098047818865158,36.60117281256419,85.59215078298571
7130,18.43003933823026,63.85233202205899,53.41039496322741,143.61442643381162
7131,13.717702123029783,32.01072786554621,36.41650894283711,88.73824277027472
7132,3.6975612408832137,43.13147747091047,35.5234284782039,100.40501038967501
7133,21.38102912500417,39.51397644000044,27.89480718375246,82.71173093874918
7134,15.701558738227764,18.746225762293918,43.96113547137203,84.55631447151913
7135,106.04783155074401,16.759049438285082,0.5862276336579664,18.11922794091005
7136,29.63121238764537,42.92829832236589,28.43995041357509,83.72126727074154
7137,11.47161384341031,57.405985573675295,32.92952160285328,109.3121051363282
7138,22.783352710910577,43.14184666029328,28.844093700337158,87.3144118755919
7139,13.024640470439344,52.2650311414482,32.34445543967095,102.4377615209483
7140,103.90381821909307,43.29049543497614,11.363256692681627,61.17136210920668
7141,18.11008497940203,40.443586977395306,26.329815296292363,81.6849427653954
7142,11.643205725819053,46.934027084785015,32.78774211047971,98.9120235061481
7143,22.679906733373436,43.08234782760311,68.25936620507636,150.2261445632712
7144,23.42065890171527,54.14683634204622,63.70811540679591,151.80088186427957
7145,14.208151061522095,23.080841543932117,41.91516695428527,86.88976396637173
7146,11.671256079329204,36.006368136933865,36.26683330526285,88.93788264311252
7147,19.29989210070097,48.439671020388964,68.84664374750321,155.4651672439135
7148,16.0,29.588805202877026,36.84099711210882,85.77799708874429
7149,101.70860000669816,36.84450133476228,4.427461888513048,44.82253811148695
7150,12.2481135450329,58.032707510046386,33.22597507618125,111.03402214812171
7151,15.162279847741813,63.15457476324027,50.92305635454031,139.3949859058177
7152,31.743386429335345,49.08393510862391,26.0645908787683,91.4978991486921
7153,12.724583202654209,35.38406668757533,38.41434292792561,93.01487742581534
7154,20.95120447323313,66.02800583772698,45.98263298442679,135.86109676816795
7155,96.58320687309785,38.135168809557435,7.530390105064902,51.00623860372186
7156,18.600919977358053,38.74119597056547,27.37329711678084,83.63628149255396
7157,10.462651490032096,47.99650753305456,33.159041864664005,100.33206096437615
7158,45.98026581025604,73.14748780722965,38.643354812256476,134.32453617972928
7159,15.447349145392716,57.680791594006806,32.728639360125314,109.60890810796143
7160,19.181228252187907,41.54847738227542,32.479390889866046,93.1514128970459
7161,66.29523034519352,82.7508612338564,35.85196360754913,137.94781340994473
7162,23.713716022330782,42.718732297697116,32.0127589398465,92.99785497208651
7163,26.47057400624167,67.52161765238685,48.22710681806046,139.79154749971102
7164,24.479330152452768,62.853083487720795,61.791680150900575,155.77619043873202
7165,14.080115594594085,52.78662546639775,31.83503464279117,102.05758956801688
7166,16.29317647494983,50.56923293655318,31.1519403913427,99.25813489697403
7167,13.136765700518328,54.532240881579966,31.92529371979267,103.98629169073529
7168,23.74945346637086,54.50723219852173,46.68105402719762,127.27279434545311
7169,105.93704022094168,37.74656858046756,4.190199409824939,45.05980059017506
7170,18.343860195659847,48.67547906669636,30.81394143666549,97.42866625129852
7171,12.439570555106394,50.66247669154938,32.229138649075736,101.0248846641983
7172,11.485521590783918,49.23331134299431,32.62602301823389,100.50206583174959
7173,14.649870411384113,63.49902914873048,44.841952708863296,132.68106786550652
7174,31.938859229680673,45.99388828891508,29.048736162050083,90.98955294961901
7175,22.131660257268262,45.161536666220506,29.140484584281428,92.8914092958585
7176,8.315482655393991,46.36336495627549,33.59382999002142,99.70814939602299
7177,18.434633347712357,49.81110614387592,68.99698245583498,156.80631831104586
7178,29.47728473145804,42.82764673829229,28.492798908866074,83.66405749185857
7179,27.93783470212027,46.66048197105319,68.90706318365406,154.32660198503683
7180,18.24820057732201,39.85308621122375,26.29620281548745,83.23847328843051
7181,28.512499360676365,47.48799907937397,69.03505667578702,155.2236012748012
7182,22.946069943444844,43.2690304723906,32.247765321439644,93.16696502827757
7183,16.84621484294669,49.98301226647651,31.04870656264995,98.62582769623096
7184,16.969290360627145,63.58584038921571,51.730450918554574,140.85494116123755
7185,11.41922669038925,33.07337132029833,37.63552965124077,89.19587658006682
7186,27.028964510475873,41.233632889047925,29.046774765599125,82.06690099196705
7187,24.46838785420395,39.23613759541137,34.602028752853364,93.35663341693204
7188,15.640712142754312,48.63023665979768,36.80293365443456,105.51691191643873
7189,24.98973354060472,39.920738247978456,30.058232763337013,82.10923512796575
7190,17.22732757171834,44.83625678447241,41.20810325856895,108.51083953324088
7191,24.411279841302637,28.46139004035872,41.1653023804637,93.85549589575237
