Parm;PM10;NO2;NO;NOX;IQA;clusters
13/07/2021 20:00;20.7;0.72;0.44;1.23;41;3
13/07/2021 22:00;20.7;0.13;0.43;0.46;41;3
14/07/2021 00:00;20.7;0.24;0.61;0.63;41;3
14/07/2021 02:00;20.7;0.7;0.5;1.38;41;3
14/07/2021 04:00;20.7;2.1;0.98;3.61;41;3
14/07/2021 06:00;20.7;1.52;1.06;3.06;41;3
14/07/2021 08:00;20.7;1.32;1.38;3.21;41;3
14/07/2021 10:00;20.7;1.69;1.17;3.48;41;3
14/07/2021 12:00;20.7;4.06;2.39;7.73;41;3
14/07/2021 14:00;20.7;2.88;1.66;5.42;41;3
14/07/2021 16:00;20.7;5.71;3.63;11.19;41;3
14/07/2021 18:00;20.7;4.5;2.35;8.1;41;3
14/07/2021 20:00;20.7;3;1.78;5.72;41;3
14/07/2021 22:00;20.7;3.27;1.8;5.9;41;3
15/07/2021 00:00;20.7;3.97;3.79;9.69;41;3
15/07/2021 02:00;20.7;0.35;0.55;1.19;41;3
15/07/2021 04:00;20.7;0.67;0.5;1.43;41;3
15/07/2021 06:00;20.7;0.83;0.46;1.54;41;3
15/07/2021 08:00;20.7;0.3;0.58;1.1;41;3
15/07/2021 10:00;20.7;0.06;0.55;0.49;41;3
15/07/2021 12:00;15;4.21;3.81;8.65;30;0
15/07/2021 14:00;15;3.67;0.33;4.18;30;0
15/07/2021 16:00;15;2.69;0.41;3.33;30;0
15/07/2021 18:00;15;1.76;0.47;2.46;30;0
15/07/2021 20:00;15;2.01;0.49;2.76;30;0
15/07/2021 22:00;15;2.36;0.72;3.46;30;0
16/07/2021 00:00;15;1.64;0.74;2.77;30;0
16/07/2021 02:00;15;2.31;0.63;3.28;30;0
16/07/2021 04:00;15;2.11;0.5;2.87;30;0
16/07/2021 06:00;15;3.3;0.39;3.91;30;0
16/07/2021 08:00;15;2.52;0.47;3.26;30;0
16/07/2021 10:00;15;0.64;0.87;1.94;30;0
16/07/2021 12:00;19.3;0.05;0.61;0.43;39;0
16/07/2021 14:00;19.3;2.14;0.74;3.28;39;0
16/07/2021 16:00;19.3;3.44;0.93;4.86;39;0
16/07/2021 18:00;19.3;2.75;1.13;4.47;39;0
16/07/2021 20:00;19.3;1.07;0.93;2.5;39;0
16/07/2021 22:00;19.3;3.41;1.67;5.97;39;0
17/07/2021 00:00;19.3;7.92;4.99;15.58;39;3
17/07/2021 02:00;19.3;1.07;0.8;2.29;39;0
17/07/2021 04:00;19.3;0.37;0.74;1.51;39;0
17/07/2021 06:00;19.3;0.43;0.67;1.44;39;0
17/07/2021 08:00;19.3;0.43;0.69;1.46;39;0
17/07/2021 10:00;19.3;0.3;0.72;1.28;39;0
17/07/2021 12:00;19.3;2.97;0.96;4.44;39;0
17/07/2021 14:00;19.3;2.38;0.49;3.14;39;0
17/07/2021 16:00;19.3;3.87;0.7;4.96;39;0
17/07/2021 18:00;19.3;3.68;0.6;4.61;39;0
17/07/2021 20:00;19.3;3.4;0.35;3.91;39;0
17/07/2021 22:00;19.3;0.98;0.4;1.58;39;0
18/07/2021 00:00;19.3;0.89;0.4;1.51;39;0
18/07/2021 02:00;19.3;1.28;0.34;1.79;39;0
18/07/2021 04:00;18.5;0.89;0.33;1.38;37;0
18/07/2021 06:00;18.5;0.7;0.37;1.25;37;0
18/07/2021 08:00;18.5;1.05;0.06;1.04;37;0
18/07/2021 10:00;18.5;0.46;0.43;1.03;37;0
18/07/2021 12:00;18.5;6.82;1.63;9.31;37;0
18/07/2021 14:00;18.5;7.61;4.07;13.86;37;0
18/07/2021 16:00;18.5;10.33;6.56;20.35;37;0
18/07/2021 18:00;18.5;5.49;3.41;10.72;37;0
18/07/2021 20:00;18.5;4.28;3.48;9.62;37;0
18/07/2021 22:00;18.5;3.89;2.35;7.5;37;0
19/07/2021 00:00;18.5;7.31;4.07;13.51;37;0
19/07/2021 02:00;18.5;10.43;4.29;17.01;37;0
19/07/2021 04:00;18.5;5.42;1.52;7.74;37;0
19/07/2021 06:00;18.5;4.4;1.65;6.93;37;0
19/07/2021 08:00;18.5;3.79;1.78;6.53;37;0
19/07/2021 10:00;18.5;6.78;1.72;9.41;37;0
19/07/2021 12:00;18.5;7.98;1.77;10.71;37;0
19/07/2021 14:00;18.5;8.61;1.73;11.26;37;0
19/07/2021 16:00;18.5;3.37;1.45;5.58;37;0
19/07/2021 18:00;18.5;0.06;0.8;0.88;37;0
19/07/2021 20:00;15.9;5.99;1.28;7.89;32;0
19/07/2021 22:00;15.9;7.65;2.22;11.05;32;0
20/07/2021 00:00;15.9;5.08;1.35;6.97;32;0
20/07/2021 02:00;15.9;0.71;1.1;2.39;32;0
20/07/2021 04:00;15.9;0.53;1.58;2.77;32;0
20/07/2021 06:00;15.9;1.8;1.97;4.72;32;0
20/07/2021 08:00;15.9;1.89;1.92;4.8;32;0
20/07/2021 10:00;15.9;0.37;1.28;1.55;32;0
20/07/2021 12:00;15.9;0.71;1.23;2.19;32;0
20/07/2021 14:00;15.9;3.75;2.04;6.74;32;0
20/07/2021 16:00;15.9;5.77;1.85;8.61;32;0
20/07/2021 18:00;15.9;1.87;1.22;3.74;32;0
20/07/2021 20:00;15.9;1.16;0.8;2.4;32;0
20/07/2021 22:00;15.9;2.42;1.75;5.06;32;0
21/07/2021 00:00;15.9;2.38;2.23;5.76;32;0
21/07/2021 02:00;15.9;2.23;1.71;4.73;32;0
21/07/2021 04:00;15.9;0.66;1.26;2.34;32;0
21/07/2021 06:00;15.9;0.06;0.75;0.65;32;0
21/07/2021 08:00;15.9;0.23;0.52;0.4;32;0
21/07/2021 10:00;15.9;1.54;0;1.01;32;0
21/07/2021 12:00;15.9;1.01;0;0.51;32;0
21/07/2021 14:00;15.5;0.54;0.04;0.2;31;0
21/07/2021 16:00;15.5;3.22;0;2.53;31;0
21/07/2021 18:00;15.5;2.03;0;1.62;31;0
21/07/2021 20:00;15.5;2.37;0;1.88;31;0
21/07/2021 22:00;15.5;3.34;0.03;3.32;31;0
22/07/2021 00:00;15.5;2.7;0.07;2.59;31;0
22/07/2021 02:00;15.5;1.57;0.04;1.35;31;0
22/07/2021 04:00;15.5;2.87;0.66;3.75;31;0
22/07/2021 06:00;15.5;3.39;0.63;4.29;31;0
22/07/2021 08:00;15.5;4.41;1.81;7.1;31;0
22/07/2021 10:00;15.5;5.45;2.2;8.73;31;0
22/07/2021 12:00;15.5;4.37;1.79;7.04;31;0
22/07/2021 14:00;15.5;3.45;0.96;4.26;31;0
22/07/2021 16:00;15.5;7.67;1.34;9.72;31;0
22/07/2021 18:00;15.5;4.22;0.47;4.84;31;0
22/07/2021 20:00;15.5;3.55;0.2;3.81;31;0
22/07/2021 22:00;15.5;10.75;1.83;13.47;31;0
23/07/2021 00:00;15.5;7.84;1.06;9.28;31;0
23/07/2021 02:00;15.5;1.31;0.1;1.44;31;0
23/07/2021 04:00;15.5;1.7;0.09;1.77;31;0
23/07/2021 06:00;15.5;1.64;0.12;1.64;31;0
23/07/2021 08:00;12.7;1.04;0.02;0.85;25;0
23/07/2021 10:00;12.7;0.64;0;0.37;25;0
23/07/2021 12:00;12.7;1.01;0.03;0.57;25;0
23/07/2021 14:00;12.7;2.51;0.53;3.15;25;0
23/07/2021 16:00;12.7;10.04;2.1;13.26;25;0
23/07/2021 18:00;12.7;10.01;0.84;11.28;25;0
23/07/2021 20:00;12.7;7.6;1.62;10.08;25;0
23/07/2021 22:00;12.7;7.18;2.87;11.59;25;0
24/07/2021 00:00;12.7;4.58;3;9.18;25;0
24/07/2021 02:00;12.7;4.73;2.43;8.47;25;0
24/07/2021 04:00;12.7;5.5;3.08;10.22;25;0
24/07/2021 06:00;12.7;7.54;4.11;13.84;25;0
24/07/2021 08:00;12.7;4.95;1.54;7.32;25;0
24/07/2021 10:00;12.7;2.17;1.37;4.28;25;0
24/07/2021 12:00;12.7;2.82;1.08;4.45;25;0
24/07/2021 14:00;12.7;2.43;0.76;3.6;25;0
24/07/2021 16:00;12.7;4.1;1.87;6.97;25;0
24/07/2021 18:00;12.7;7.33;2.13;10.59;25;0
24/07/2021 20:00;12.7;10.76;2.27;14.26;25;0
24/07/2021 22:00;12.7;10.51;1;12.04;25;0
25/07/2021 00:00;12.7;11.04;0.54;11.83;25;0
25/07/2021 02:00;12.7;7.29;0.39;7.74;25;0
25/07/2021 04:00;12.7;3.5;0.05;3.4;25;0
25/07/2021 06:00;12.7;0.97;0.13;1.04;25;0
25/07/2021 08:00;14.4;0.25;0.04;0.24;29;0
25/07/2021 10:00;14.4;0.21;0.09;0.31;29;0
25/07/2021 12:00;14.4;5.38;1.28;7.21;29;0
25/07/2021 14:00;14.4;1.11;0.14;1.23;29;0
25/07/2021 16:00;14.4;0.21;0.35;0.6;29;0
25/07/2021 18:00;14.4;1.28;1.44;3.39;29;0
25/07/2021 20:00;14.4;2.36;1.77;5.06;29;0
25/07/2021 22:00;14.4;6.37;2.2;9.74;29;0
26/07/2021 00:00;14.4;6.61;2.29;10.12;29;0
26/07/2021 02:00;14.4;7;2.84;11.34;29;0
26/07/2021 04:00;14.4;5.59;1.02;7.16;29;0
26/07/2021 06:00;14.4;3.34;0.25;3.68;29;0
26/07/2021 08:00;14.4;3.78;0.68;4.82;29;0
26/07/2021 10:00;14.4;3.83;0.31;4.2;29;0
26/07/2021 12:00;14.4;5.91;0.53;6.69;29;0
26/07/2021 14:00;14.4;8.65;0.52;9.44;29;0
26/07/2021 16:00;14.4;10.92;0.83;12.2;29;0
26/07/2021 18:00;14.4;11.72;0.49;12.37;29;0
26/07/2021 20:00;14.4;8.07;0.07;7.9;29;0
26/07/2021 22:00;14.4;4.18;0.02;3.96;29;0
27/07/2021 00:00;14.4;4.01;0.02;3.9;29;0
27/07/2021 02:00;14.4;4.08;0.08;4.06;29;0
27/07/2021 04:00;28.3;4.11;0.06;4.01;57;3
27/07/2021 06:00;28.3;5.16;0.06;4.92;57;3
27/07/2021 08:00;28.3;5.2;0.14;5.32;57;3
27/07/2021 10:00;28.3;5.34;0.11;5.4;57;3
27/07/2021 12:00;28.3;5.57;0.07;5.51;57;3
27/07/2021 14:00;28.3;14.98;7.62;26.69;57;3
27/07/2021 16:00;28.3;10.24;1.1;11.19;57;3
27/07/2021 18:00;28.3;3.9;0.35;4.42;57;3
27/07/2021 20:00;28.3;3.26;0.25;3.59;57;3
27/07/2021 22:00;28.3;3.3;0.39;3.88;57;3
28/07/2021 00:00;28.3;3.65;1.15;5.4;57;3
28/07/2021 02:00;28.3;7.82;3.59;13.27;57;3
28/07/2021 04:00;28.3;11.86;3.42;17.1;57;3
28/07/2021 06:00;28.3;7.5;1.03;9.07;57;3
28/07/2021 08:00;28.3;5.5;1.9;8.39;57;3
28/07/2021 10:00;28.3;4.71;2.19;8;57;3
28/07/2021 12:00;28.3;6.94;2.36;10.56;57;3
28/07/2021 14:00;28.3;13.48;3.13;18.28;57;3
28/07/2021 16:00;28.3;14.43;2.28;17.93;57;3
28/07/2021 18:00;28.3;8.5;1.32;10.46;57;3
28/07/2021 20:00;28.3;4.26;0.26;4.6;57;3
28/07/2021 22:00;28.3;3.98;0.34;4.16;57;3
29/07/2021 00:00;28.3;3.83;0.36;4.17;57;3
29/07/2021 02:00;28.3;2.61;0.14;2.4;57;3
29/07/2021 04:00;18;1.61;0.07;1.31;36;0
29/07/2021 06:00;18;1.46;0;0.75;36;0
29/07/2021 08:00;18;1.29;0.08;1.19;36;0
29/07/2021 10:00;18;3.77;0.93;4.75;36;0
29/07/2021 12:00;18;18.32;4.41;25.04;36;0
29/07/2021 14:00;18;12.6;4.07;18.83;36;0
29/07/2021 16:00;18;12.42;4.65;19.56;36;0
29/07/2021 18:00;18;8.45;2.67;12.55;36;0
29/07/2021 20:00;18;6.61;1.62;9.1;36;0
29/07/2021 22:00;18;7.48;1.69;10.06;36;0
30/07/2021 00:00;18;8.83;2.75;13.04;36;0
30/07/2021 02:00;18;10.31;3.34;15.44;36;0
30/07/2021 04:00;18;4.85;0.76;5.99;36;0
30/07/2021 06:00;18;5.5;0.96;6.96;36;0
30/07/2021 08:00;18;4.99;0.61;5.92;36;0
30/07/2021 10:00;18;5.69;0.51;6.47;36;0
30/07/2021 12:00;18;8.4;0.78;9.59;36;0
30/07/2021 14:00;18;6.95;0.19;7.09;36;0
30/07/2021 16:00;18;3.87;0.03;3.56;36;0
30/07/2021 18:00;18;2.97;0.13;3.06;36;0
30/07/2021 20:00;18;3.19;0.08;3.16;36;0
30/07/2021 22:00;18;3.6;0.1;3.69;36;0
31/07/2021 00:00;18;7.2;0.14;7.31;36;0
31/07/2021 02:00;18.3;3.75;0.02;3.6;37;0
31/07/2021 04:00;18.3;3.95;0;3.43;37;0
31/07/2021 06:00;18.3;3.89;0.06;3.77;37;0
31/07/2021 08:00;18.3;4.79;0.11;4.75;37;0
31/07/2021 10:00;18.3;5.26;0.15;5.21;37;0
31/07/2021 12:00;18.3;9.52;0.41;10.14;37;0
31/07/2021 14:00;18.3;6.29;0.95;7.51;37;0
31/07/2021 16:00;18.3;6.38;2.19;9.73;37;0
31/07/2021 18:00;18.3;5.47;1.69;8.06;37;0
31/07/2021 20:00;18.3;6.09;3.23;11.03;37;0
31/07/2021 22:00;18.3;6.6;2.52;10.45;37;0
01/08/2021 00:00;18.3;9.4;3.91;15.4;37;0
01/08/2021 02:00;18.3;12.51;6.49;22.44;37;0
01/08/2021 04:00;18.3;5.1;1.48;7.34;37;0
01/08/2021 06:00;18.3;7.58;2.23;10.98;37;0
01/08/2021 08:00;18.3;9.94;1.87;12.82;37;0
01/08/2021 10:00;18.3;4.96;1.76;7.66;37;0
01/08/2021 12:00;18.3;5.9;1.63;8.4;37;0
01/08/2021 14:00;18.3;5.54;1.58;7.97;37;0
01/08/2021 16:00;18.3;8.59;1.25;10.49;37;0
01/08/2021 18:00;18.3;4.78;0.16;4.91;37;0
01/08/2021 20:00;18.3;3.77;0.16;3.96;37;0
01/08/2021 22:00;18.3;3.03;0.23;3.19;37;0
02/08/2021 00:00;18.3;1.72;0.22;1.86;37;0
02/08/2021 02:00;13.7;1.2;0.04;0.92;27;0
02/08/2021 04:00;13.7;0.66;0.06;0.65;27;0
02/08/2021 06:00;13.7;0.75;0.06;0.73;27;0
02/08/2021 08:00;13.7;2.52;0.54;3.19;27;0
02/08/2021 10:00;13.7;7.66;2.54;11.52;27;0
02/08/2021 12:00;13.7;7.91;3.52;13.3;27;0
02/08/2021 14:00;13.7;14.27;6.5;24.25;27;0
02/08/2021 16:00;13.7;7;2.64;11.06;27;0
02/08/2021 18:00;13.7;6.59;2.55;10.48;27;0
02/08/2021 20:00;13.7;5.2;1.92;8.14;27;0
02/08/2021 22:00;13.7;7.49;2.89;11.93;27;0
03/08/2021 00:00;13.7;5.62;1.93;8.58;27;0
03/08/2021 02:00;13.7;3.85;0.71;4.96;27;0
03/08/2021 04:00;13.7;3.68;0.8;4.9;27;0
03/08/2021 06:00;13.7;4.7;1.17;6.5;27;0
03/08/2021 08:00;13.7;5.38;1.69;7.98;27;0
03/08/2021 10:00;13.7;5.75;1.1;7.45;27;0
03/08/2021 12:00;13.7;4.92;1.05;6.53;27;0
03/08/2021 14:00;13.7;5.61;1.15;7.37;27;0
03/08/2021 16:00;13.7;3.76;0.42;4.36;27;0
03/08/2021 18:00;13.7;3.36;0.36;3.91;27;0
03/08/2021 20:00;13.7;3.3;0.28;3.71;27;0
03/08/2021 22:00;13.7;2.22;0.1;2.25;27;0
04/08/2021 00:00;11.7;2.18;0.15;2.26;23;0
04/08/2021 02:00;11.7;2.39;0.18;2.55;23;0
04/08/2021 04:00;11.7;1.83;0.16;1.93;23;0
04/08/2021 06:00;11.7;2.14;0.42;2.64;23;0
04/08/2021 08:00;11.7;10.54;2.74;14.74;23;0
04/08/2021 10:00;11.7;10.63;2.6;14.58;23;0
04/08/2021 12:00;11.7;10.49;3.15;15.32;23;0
04/08/2021 14:00;11.7;9.02;2.43;12.75;23;0
04/08/2021 16:00;11.7;7.26;2.25;10.71;23;0
04/08/2021 18:00;11.7;7.44;2.22;10.83;23;0
04/08/2021 20:00;11.7;9.86;2.39;13.52;23;0
04/08/2021 22:00;11.7;7.44;1.48;9.71;23;0
05/08/2021 00:00;11.7;6.51;2.23;9.93;23;0
05/08/2021 02:00;11.7;5.6;1.84;8.43;23;0
05/08/2021 04:00;11.7;5.32;1.14;7.06;23;0
05/08/2021 06:00;11.7;7.82;1.96;10.82;23;0
05/08/2021 08:00;11.7;7.4;1.92;10.35;23;0
05/08/2021 10:00;11.7;10.55;1.74;13.22;23;0
05/08/2021 12:00;11.7;9.25;0.75;10.38;23;0
05/08/2021 14:00;11.7;13.36;0.24;13.68;23;0
05/08/2021 16:00;11.7;10.22;0.24;10.55;23;0
05/08/2021 18:00;11.7;9.29;1.19;10.91;23;0
05/08/2021 20:00;11.7;7.09;0.03;6.57;23;0
05/08/2021 22:00;11.7;5.05;0.04;4.92;23;0
06/08/2021 00:00;15.1;3.46;0.17;3.68;30;0
06/08/2021 02:00;15.1;3.32;0;3.1;30;0
06/08/2021 04:00;15.1;3.5;0.06;3.3;30;0
06/08/2021 06:00;15.1;5.43;0.12;5.51;30;0
06/08/2021 08:00;15.1;9.02;0.35;9.5;30;0
06/08/2021 10:00;15.1;4.43;0.25;4.8;30;0
06/08/2021 12:00;15.1;2.56;0.06;2.45;30;0
06/08/2021 14:00;15.1;2.54;0.22;2.87;30;0
06/08/2021 16:00;15.1;1.73;0.04;1.56;30;0
06/08/2021 18:00;15.1;1.53;0.14;1.65;30;0
06/08/2021 20:00;15.1;1.9;0.2;2.21;30;0
06/08/2021 22:00;15.1;1.76;0.28;2.1;30;0
07/08/2021 00:00;15.1;1.28;0.02;1.16;30;0
07/08/2021 02:00;15.1;1.74;0.06;1.53;30;0
07/08/2021 04:00;15.1;1.97;0.11;2.04;30;0
07/08/2021 06:00;15.1;2.59;0.14;2.72;30;0
07/08/2021 08:00;15.1;3.52;0.09;3.46;30;0
07/08/2021 10:00;15.1;4.25;0.05;4.13;30;0
07/08/2021 12:00;15.1;7.79;0.05;7.6;30;0
07/08/2021 14:00;15.1;10.02;0.08;10.07;30;0
07/08/2021 16:00;15.1;6.28;0.09;6.37;30;0
07/08/2021 18:00;15.1;6.47;0.07;6.51;30;0
07/08/2021 20:00;15.1;8.42;0.08;8.28;30;0
07/08/2021 22:00;23.1;6.09;0.05;5.92;46;3
08/08/2021 00:00;23.1;4.04;0.03;3.7;46;3
08/08/2021 02:00;23.1;7.22;0.01;6.86;46;3
08/08/2021 04:00;23.1;2.92;0.01;2.61;46;3
08/08/2021 06:00;23.1;1.9;0.02;1.61;46;3
08/08/2021 08:00;23.1;1.79;0.02;1.57;46;3
08/08/2021 10:00;23.1;2.74;0.24;3.06;46;3
08/08/2021 12:00;23.1;7.87;0.75;9.01;46;3
08/08/2021 14:00;23.1;6.73;0.79;7.94;46;3
08/08/2021 16:00;23.1;4.5;0.13;4.36;46;3
08/08/2021 18:00;23.1;3.51;0.06;3.43;46;3
08/08/2021 20:00;23.1;2.74;0.11;2.74;46;3
08/08/2021 22:00;23.1;2.17;0.01;1.79;46;3
09/08/2021 00:00;23.1;2.51;0.12;2.55;46;3
09/08/2021 02:00;23.1;3.82;0.21;4.13;46;3
09/08/2021 04:00;23.1;3.55;0.2;3.84;46;3
09/08/2021 06:00;23.1;4.06;0;3.8;46;3
09/08/2021 08:00;23.1;4.62;0.05;4.55;46;3
09/08/2021 10:00;23.1;8.23;0.04;8.06;46;3
09/08/2021 12:00;23.1;11.16;0.03;10.92;46;3
09/08/2021 14:00;23.1;13.12;0.01;12.84;46;3
09/08/2021 16:00;23.1;7.39;0;7;46;3
09/08/2021 18:00;23.1;4.19;0.04;4.02;46;3
09/08/2021 20:00;23.1;2.78;0.06;2.73;46;3
09/08/2021 22:00;25.1;2.77;0.04;2.51;50;3
10/08/2021 00:00;25.1;2.33;0.03;2.2;50;3
10/08/2021 02:00;25.1;2.1;0;1.65;50;3
10/08/2021 04:00;25.1;4.86;0.03;4.65;50;3
10/08/2021 06:00;25.1;6.83;0.18;7.09;50;3
10/08/2021 08:00;25.1;5.37;0.45;6.07;50;3
10/08/2021 10:00;25.1;6.17;1.08;7.83;50;3
10/08/2021 12:00;25.1;8.14;1.33;10.18;50;3
10/08/2021 14:00;25.1;14.33;0.61;15.27;50;3
10/08/2021 16:00;25.1;12.15;0.82;13.4;50;3
10/08/2021 18:00;25.1;5.92;0.26;6.3;50;3
10/08/2021 20:00;25.1;4.93;0.08;4.9;50;3
10/08/2021 22:00;25.1;4.74;0.28;5.15;50;3
11/08/2021 00:00;25.1;5.8;0.24;6.08;50;3
11/08/2021 02:00;25.1;6.09;0.06;6.03;50;3
11/08/2021 04:00;25.1;4.02;0.14;4.16;50;3
11/08/2021 06:00;25.1;3.39;0.14;3.48;50;3
11/08/2021 08:00;25.1;5.05;0.04;4.96;50;3
11/08/2021 10:00;25.1;6.91;0;6.57;50;3
11/08/2021 12:00;25.1;6.47;0.03;6.22;50;3
11/08/2021 14:00;25.1;5.23;0.07;5.13;50;3
11/08/2021 16:00;25.1;6.28;0.04;6.07;50;3
11/08/2021 18:00;23.5;9.1;0.15;9.31;47;3
11/08/2021 20:00;23.5;5.53;0.44;6.21;47;3
11/08/2021 22:00;23.5;4.94;0.16;5.18;47;3
12/08/2021 00:00;23.5;21;3.8;26.84;47;3
12/08/2021 02:00;23.5;18.07;5.13;25.93;47;3
12/08/2021 04:00;23.5;15.17;4.8;22.54;47;3
12/08/2021 06:00;23.5;11.22;3.15;16.06;47;3
12/08/2021 08:00;23.5;9.91;2.84;14.25;47;3
12/08/2021 10:00;23.5;10;2.73;14.2;47;3
12/08/2021 12:00;23.5;11.28;3.22;16.23;47;3
12/08/2021 14:00;23.5;11.77;4.09;18.03;47;3
12/08/2021 16:00;23.5;7.92;2.55;11.83;47;3
12/08/2021 18:00;23.5;10.13;3.23;14.81;47;3
12/08/2021 20:00;23.5;10.29;2.03;13.39;47;3
12/08/2021 22:00;23.5;7.9;1.83;10.7;47;3
13/08/2021 00:00;23.5;11;3.3;16.06;47;3
13/08/2021 02:00;23.5;15.01;2.61;19.01;47;3
13/08/2021 04:00;23.5;22.66;2.87;27.05;47;4
13/08/2021 06:00;23.5;15.71;0.93;17.15;47;3
13/08/2021 08:00;23.5;13.08;1.06;14.71;47;3
13/08/2021 12:00;23.5;10.67;1.82;13.48;47;3
13/08/2021 14:00;23.5;6.61;1.3;8.58;47;3
13/08/2021 16:00;20.7;3.65;0.58;4.54;41;3
13/08/2021 18:00;20.7;2.48;0.67;3.5;41;3
13/08/2021 20:00;20.7;3.91;0.54;4.75;41;3
13/08/2021 22:00;20.7;7.77;1.7;10.37;41;3
14/08/2021 00:00;20.7;44.37;14.78;67.04;41;4
14/08/2021 02:00;20.7;28.82;10.39;44.19;41;4
14/08/2021 04:00;20.7;25.92;8.54;39.04;41;4
14/08/2021 06:00;20.7;18.23;7.01;28.95;41;4
14/08/2021 08:00;20.7;13.97;2.92;18.44;41;3
14/08/2021 10:00;20.7;14.34;3.34;19.47;41;3
14/08/2021 12:00;20.7;12.8;3.05;17.46;41;3
14/08/2021 14:00;20.7;14.16;3.7;19.85;41;3
14/08/2021 16:00;20.7;8.91;3.29;13.95;41;3
14/08/2021 18:00;20.7;6.13;1.42;8.31;41;3
14/08/2021 20:00;20.7;7.66;2.62;11.68;41;3
14/08/2021 22:00;20.7;8.06;1.48;10.34;41;3
15/08/2021 00:00;20.7;7.73;1.61;10.19;41;3
15/08/2021 02:00;20.7;10.42;2.08;13.61;41;3
15/08/2021 04:00;20.7;11.16;1.38;13.28;41;3
15/08/2021 06:00;20.7;17.5;2.18;20.84;41;3
15/08/2021 08:00;20.7;18.01;1.53;20.35;41;3
15/08/2021 10:00;20.7;20.19;1.09;21.87;41;3
15/08/2021 12:00;20.7;12.78;1.36;14.87;41;3
15/08/2021 14:00;20.7;11.27;1.28;13.22;41;3
15/08/2021 16:00;19.1;5.71;0.5;6.45;38;0
15/08/2021 18:00;19.1;4.88;0.57;5.74;38;0
15/08/2021 20:00;19.1;6.96;1.14;8.72;38;0
15/08/2021 22:00;19.1;19.82;2.43;23.55;38;3
16/08/2021 00:00;19.1;13.08;2.35;16.69;38;3
18/08/2021 08:00;19.1;14.22;3.35;19.35;38;3
18/08/2021 10:00;19.1;14.08;2.74;18.27;38;3
18/08/2021 12:00;19.1;9.44;1.96;12.45;38;3
18/08/2021 14:00;19.1;7.23;1.86;10.09;38;0
18/08/2021 16:00;19.1;7.16;1.83;9.97;38;0
18/08/2021 18:00;19.1;8.78;2.91;13.23;38;3
18/08/2021 20:00;19.1;11.68;3.29;16.72;38;3
18/08/2021 22:00;19.1;16.97;3.34;22.09;38;3
19/08/2021 00:00;19.1;17.04;3;21.65;38;3
19/08/2021 02:00;19.1;12.74;0.78;13.94;38;3
19/08/2021 04:00;19.1;8.86;0.73;9.97;38;0
19/08/2021 06:00;19.1;7.11;0.85;8.42;38;0
19/08/2021 08:00;19.1;6.42;0.68;7.46;38;0
19/08/2021 10:00;15.7;5.27;0.64;6.26;31;0
19/08/2021 12:00;15.7;4.03;0.68;5.06;31;0
19/08/2021 14:00;15.7;3.68;0.66;4.68;31;0
19/08/2021 16:00;15.7;7.58;1.62;10.07;31;0
19/08/2021 18:00;15.7;32.38;7.89;44.49;31;4
19/08/2021 20:00;15.7;20.36;4.3;26.89;31;0
19/08/2021 22:00;15.7;15.61;4.22;22.08;31;0
20/08/2021 00:00;15.7;7.44;2.4;11.11;31;0
20/08/2021 02:00;15.7;8.24;3.06;12.92;31;0
20/08/2021 04:00;15.7;10.79;3.72;16.49;31;0
20/08/2021 06:00;15.7;10.62;3.76;16.37;31;0
20/08/2021 08:00;15.7;14.55;4.81;21.91;31;0
20/08/2021 10:00;15.7;8.3;2.52;12.17;31;0
20/08/2021 12:00;15.7;5.85;1.56;8.26;31;0
20/08/2021 14:00;15.7;6.09;1.59;8.54;31;0
