Parm;PM10;NO2;NO;NOX;IQA;clusters
06/05/2022 15:59;13.5;12.26;5.52;20.72;27;0
06/05/2022 17:59;13.5;12.83;4.49;19.67;27;0
06/05/2022 19:59;13.5;9.69;2.71;13.84;27;0
06/05/2022 21:59;13.5;16.89;8.58;30.01;27;0
06/05/2022 23:59;13.5;13.52;4.4;20.23;27;0
07/05/2022 01:59;13.5;4.72;0.39;5.3;27;0
07/05/2022 03:59;13.5;5.06;0.69;6.12;27;0
07/05/2022 05:59;13.5;4.66;0.68;5.71;27;0
07/05/2022 07:59;13.5;5.11;0.55;5.96;27;0
07/05/2022 09:59;13.5;5;0.8;6.22;27;0
07/05/2022 11:59;13.5;6.03;0.66;7.05;27;0
07/05/2022 13:59;13.5;5.36;0.48;6.1;27;0
07/05/2022 15:59;13.5;4.86;0.58;5.75;27;0
07/05/2022 17:59;13.5;4.07;0.44;4.74;27;0
07/05/2022 19:59;13.5;3.22;0.49;3.97;27;0
07/05/2022 21:59;16.8;4.77;0.64;5.76;34;0
07/05/2022 23:59;16.8;4.03;0.57;4.9;34;0
08/05/2022 01:59;16.8;3.58;0.58;4.46;34;0
08/05/2022 03:59;16.8;3;0.41;3.63;34;0
08/05/2022 05:59;16.8;2.58;0.58;3.47;34;0
08/05/2022 07:59;16.8;3.52;0.34;4.04;34;0
08/05/2022 09:59;16.8;5.53;0.63;6.5;34;0
08/05/2022 11:59;16.8;8.59;0.69;9.65;34;0
08/05/2022 13:59;16.8;9.94;1.03;11.51;34;0
08/05/2022 15:59;16.8;9.38;1.23;11.26;34;0
08/05/2022 17:59;16.8;5.49;1.36;7.57;34;0
08/05/2022 19:59;16.8;5.64;1.06;7.26;34;0
08/05/2022 21:59;16.8;6.86;1.32;8.89;34;0
08/05/2022 23:59;16.8;6.71;0.93;8.15;34;0
09/05/2022 01:59;16.8;7.79;0.75;8.94;34;0
09/05/2022 03:59;16.8;8.11;0.82;9.37;34;0
09/05/2022 05:59;16.8;8.54;0.77;9.71;34;0
09/05/2022 07:59;16.8;10.71;0.77;11.89;34;0
09/05/2022 09:59;16.8;7.26;0.6;8.17;34;0
09/05/2022 11:59;16.8;9.5;0.79;10.7;34;0
09/05/2022 13:59;16.8;16.01;0.75;17.16;34;0
09/05/2022 15:59;16.8;11.09;0.6;12.02;34;0
09/05/2022 17:59;16.8;6.81;0.41;7.44;34;0
09/05/2022 19:59;16.8;5.58;0.25;5.94;34;0
09/05/2022 21:59;28.2;5.29;0.38;5.88;56;3
09/05/2022 23:59;28.2;10.69;0.41;11.33;56;3
10/05/2022 01:59;28.2;8.47;0.33;8.98;56;3
10/05/2022 03:59;28.2;3.72;0.13;3.85;56;3
10/05/2022 05:59;28.2;14.34;1.76;16.94;56;3
10/05/2022 07:59;28.2;10.96;1.06;12.55;56;3
10/05/2022 09:59;28.2;12.27;2.63;16.3;56;3
10/05/2022 11:59;28.2;20.25;7.96;32.45;56;4
10/05/2022 13:59;28.2;15.68;5.23;23.71;56;3
10/05/2022 15:59;28.2;12.18;3.27;17.21;56;3
10/05/2022 17:59;28.2;13.5;3.7;19.22;56;3
10/05/2022 19:59;28.2;10.73;2.82;15.06;56;3
10/05/2022 21:59;28.2;8.57;1.82;11.36;56;3
10/05/2022 23:59;28.2;10.36;1.75;13.04;56;3
11/05/2022 01:59;28.2;16.19;2.27;19.67;56;3
11/05/2022 03:59;28.2;17.58;1.94;20.55;56;3
11/05/2022 05:59;28.2;17.8;0.87;19.14;56;3
11/05/2022 07:59;28.2;19.54;1.21;21.4;56;3
11/05/2022 09:59;28.2;19.08;0.82;20.3;56;3
11/05/2022 11:59;28.2;14.1;1.89;16.86;56;3
11/05/2022 13:59;28.2;13.42;3.82;19.23;56;3
11/05/2022 15:59;28.2;11.43;1.59;13.82;56;3
11/05/2022 17:59;18.7;10.1;1.04;11.65;37;0
11/05/2022 19:59;18.7;8;0.43;8.65;37;0
11/05/2022 21:59;18.7;5.28;0.32;5.78;37;0
11/05/2022 23:59;18.7;3.9;0.34;4.42;37;0
12/05/2022 01:59;18.7;6.62;1.92;9.57;37;0
12/05/2022 03:59;18.7;7.59;1.3;9.59;37;0
12/05/2022 05:59;18.7;8.95;1.1;10.64;37;0
12/05/2022 07:59;18.7;11.68;2.62;15.7;37;0
12/05/2022 09:59;18.7;15.99;3;20.59;37;3
12/05/2022 11:59;18.7;13.86;3.2;18.77;37;0
12/05/2022 13:59;18.7;14.6;3.68;20.25;37;3
12/05/2022 15:59;18.7;11.31;2.46;15.08;37;0
12/05/2022 17:59;18.7;8.47;2.13;11.74;37;0
12/05/2022 19:59;18.7;4.69;1.33;6.73;37;0
12/05/2022 21:59;18.7;4.46;1.19;6.27;37;0
12/05/2022 23:59;18.7;6.79;0.87;8.12;37;0
13/05/2022 01:59;18.7;8.52;1.27;10.46;37;0
13/05/2022 03:59;18.7;12.55;1.34;14.6;37;0
13/05/2022 05:59;18.7;18.16;1.87;21.04;37;3
13/05/2022 07:59;18.7;26.19;2.41;29.89;37;4
13/05/2022 09:59;18.7;23.62;1.33;25.66;37;4
13/05/2022 11:59;18.7;11.4;1.01;12.95;37;0
13/05/2022 13:59;18.7;8.26;0.55;9.11;37;0
13/05/2022 15:59;18.7;5.77;0.78;6.97;37;0
13/05/2022 17:59;22.3;4.83;0.67;5.86;45;3
13/05/2022 19:59;22.3;4.63;0.26;5.03;45;3
13/05/2022 21:59;22.3;4.11;0.72;5.22;45;3
13/05/2022 23:59;22.3;7.05;0.71;8.16;45;3
14/05/2022 01:59;22.3;38.58;7.56;50.18;45;4
14/05/2022 03:59;22.3;38.5;7.76;50.4;45;4
14/05/2022 05:59;22.3;28.65;5.2;36.63;45;4
14/05/2022 07:59;22.3;13.18;2.02;16.29;45;3
14/05/2022 09:59;22.3;9.8;2.19;13.15;45;3
14/05/2022 11:59;22.3;10.32;2.96;14.86;45;3
14/05/2022 13:59;22.3;11.56;4.09;17.83;45;3
14/05/2022 15:59;22.3;9.31;2.3;12.84;45;3
14/05/2022 17:59;22.3;9;2.68;13.1;45;3
14/05/2022 19:59;22.3;12.24;3.07;16.94;45;3
14/05/2022 21:59;22.3;19.9;2.54;23.8;45;3
14/05/2022 23:59;22.3;35.94;4.8;43.33;45;4
15/05/2022 01:59;22.3;33.41;2.81;37.72;45;4
15/05/2022 03:59;22.3;32.76;2.9;37.2;45;4
15/05/2022 05:59;22.3;21.77;0.81;22.99;45;3
15/05/2022 07:59;22.3;13.07;0.4;13.66;45;3
15/05/2022 09:59;22.3;11.32;0.71;12.41;45;3
15/05/2022 11:59;22.3;10.66;0.38;11.23;45;3
15/05/2022 13:59;19.9;9.23;0.72;10.27;40;3
15/05/2022 15:59;19.9;8.33;0.27;8.71;40;3
15/05/2022 17:59;19.9;7.18;0.18;7.33;40;3
15/05/2022 19:59;19.9;7.42;1.5;9.61;40;3
15/05/2022 21:59;19.9;13.66;11.77;31.56;40;4
15/05/2022 23:59;19.9;29.38;26.21;69.57;40;4
16/05/2022 01:59;19.9;33.08;32.45;82.51;41;4
16/05/2022 03:59;19.9;29.84;23;61.4;40;4
16/05/2022 05:59;19.9;15.89;0;12.05;40;3
16/05/2022 07:59;19.9;7.86;1.41;9.85;40;3
16/05/2022 09:59;19.9;8.52;2.46;12.3;40;3
16/05/2022 11:59;19.9;9.83;2.91;14.28;40;3
16/05/2022 13:59;19.9;11.76;4.48;18.63;40;3
16/05/2022 15:59;19.9;11.39;3.71;17.09;40;3
16/05/2022 17:59;19.9;11.68;3.08;16.39;40;3
16/05/2022 19:59;19.9;14.17;2.22;17.57;40;3
16/05/2022 21:59;19.9;23.17;2.83;27.49;40;4
16/05/2022 23:59;19.9;29.39;4.29;35.96;40;4
17/05/2022 01:59;19.9;30.12;3.48;35.46;40;4
17/05/2022 03:59;19.9;32.26;2.73;36.44;40;4
17/05/2022 05:59;19.9;21.88;0.7;22.94;40;3
17/05/2022 07:59;19.9;11.72;0.66;12.73;40;3
17/05/2022 09:59;19.9;10.85;0.49;11.6;40;3
17/05/2022 11:59;19.9;11.88;0.75;13.04;40;3
17/05/2022 13:59;21.6;8.92;0.38;9.49;43;3
17/05/2022 15:59;21.6;6.22;0.64;7.21;43;3
17/05/2022 17:59;21.6;7.56;0.61;8.51;43;3
17/05/2022 19:59;21.6;5.4;0.68;6.45;43;3
17/05/2022 21:59;21.6;28.51;9.14;42.52;43;4
17/05/2022 23:59;21.6;24.23;9.94;39.46;43;4
18/05/2022 01:59;21.6;14.88;5.08;22.69;43;3
18/05/2022 03:59;21.6;12.01;4.46;18.85;43;3
18/05/2022 05:59;21.6;8.65;3.05;13.29;43;3
18/05/2022 07:59;21.6;9.78;2.95;14.33;43;3
18/05/2022 09:59;21.6;10.55;3.83;16.42;43;3
18/05/2022 11:59;21.6;8.27;2.52;12.14;43;3
18/05/2022 13:59;21.6;11.17;2.77;15.41;43;3
18/05/2022 15:59;21.6;13.09;2.36;16.72;43;3
18/05/2022 17:59;21.6;18.71;3.29;23.75;43;3
18/05/2022 19:59;21.6;28.94;3.61;34.47;43;4
18/05/2022 21:59;21.6;36.6;3.14;41.42;43;4
18/05/2022 23:59;21.6;29.36;8.31;42.12;43;4
19/05/2022 01:59;21.6;17;1.98;20;43;3
19/05/2022 03:59;21.6;8.16;1.25;10.06;43;3
19/05/2022 05:59;21.6;5.15;0.42;5.8;43;3
19/05/2022 07:59;21.6;4.58;0.49;5.32;43;3
19/05/2022 09:59;24.4;6.88;0.75;7.96;49;3
19/05/2022 11:59;24.4;3.26;0.23;3.47;49;3
19/05/2022 13:59;24.4;2.3;0.42;2.96;49;3
19/05/2022 15:59;24.4;3.62;0.57;4.47;49;3
19/05/2022 17:59;24.4;10.58;2.95;15.01;49;3
19/05/2022 19:59;24.4;31.37;12;49.76;49;4
19/05/2022 21:59;24.4;39.08;7.39;50.12;49;4
19/05/2022 23:59;24.4;42.4;20.02;73.11;49;4
20/05/2022 01:59;24.4;20.13;5.11;27.96;49;4
20/05/2022 03:59;24.4;13.88;3.97;19.97;49;3
20/05/2022 05:59;24.4;15.51;4.73;22.76;49;3
20/05/2022 07:59;24.4;13;3.33;18.1;49;3
20/05/2022 09:59;24.4;13.84;4.49;20.71;49;3
20/05/2022 11:59;24.4;11.13;2.99;15.71;49;3
20/05/2022 13:59;24.4;11.44;2.63;15.48;49;3
20/05/2022 15:59;24.4;15.76;3.2;20.66;49;3
20/05/2022 17:59;24.4;23.36;2.5;27.19;49;4
20/05/2022 19:59;24.4;36.15;3.64;41.73;49;4
20/05/2022 21:59;24.4;28.69;8.5;41.72;49;4
20/05/2022 23:59;24.4;26.56;6.87;36.85;49;4
21/05/2022 01:59;24.4;22.11;4.9;29.37;49;4
21/05/2022 03:59;24.4;19.57;6.69;29.71;49;4
21/05/2022 05:59;24.4;10.53;1.01;11.68;49;3
21/05/2022 07:59;24.4;6.59;0.52;7.37;49;3
21/05/2022 09:59;25.9;6.92;0.28;7.33;52;3
21/05/2022 11:59;25.9;3.97;0.26;4.31;52;3
21/05/2022 13:59;25.9;2.99;0.33;3.49;52;3
21/05/2022 15:59;25.9;5.23;1.34;7.27;52;3
21/05/2022 17:59;25.9;32.71;13.79;53.83;52;4
21/05/2022 19:59;25.9;31.01;9.85;46.11;52;4
21/05/2022 21:59;25.9;18.95;5.2;26.97;52;3
21/05/2022 23:59;25.9;13.42;3.73;19.14;52;3
22/05/2022 01:59;25.9;15.23;3.66;20.85;52;3
22/05/2022 03:59;25.9;14.65;4.01;20.8;52;3
22/05/2022 05:59;25.9;15.25;5.42;23.59;52;3
22/05/2022 07:59;25.9;13.35;2.94;17.86;52;3
22/05/2022 09:59;25.9;14.89;3.15;19.72;52;3
22/05/2022 11:59;25.9;16.22;3.13;21.02;52;3
22/05/2022 13:59;25.9;25.83;4.06;32.05;52;4
22/05/2022 15:59;25.9;27.27;4.87;34.72;52;4
22/05/2022 17:59;25.9;22.94;7.1;33.8;52;4
22/05/2022 19:59;25.9;12.48;1.51;14.78;52;3
22/05/2022 21:59;25.9;19.39;4.94;26.96;52;3
22/05/2022 23:59;25.9;11.07;1.37;13.17;52;3
23/05/2022 01:59;25.9;8.22;1.39;10.35;52;3
23/05/2022 03:59;25.9;5.18;0.9;6.57;52;3
23/05/2022 05:59;22.5;4.8;0.67;5.82;45;3
23/05/2022 07:59;22.5;3.65;0.71;4.73;45;3
23/05/2022 09:59;22.5;4.28;0.52;5.08;45;3
23/05/2022 11:59;22.5;3.49;0.26;3.87;45;3
23/05/2022 13:59;22.5;12.79;8.2;25.32;45;3
23/05/2022 15:59;22.5;21.29;8.14;33.55;45;4
23/05/2022 17:59;22.5;22.11;13.68;42.67;45;4
23/05/2022 19:59;22.5;20.44;8.08;32.04;45;4
23/05/2022 21:59;22.5;14.56;2.62;18.42;45;3
23/05/2022 23:59;22.5;18.19;5.35;26.39;45;3
24/05/2022 01:59;22.5;13.71;4.69;20.91;45;3
24/05/2022 03:59;22.5;6.94;1.84;9.77;45;3
24/05/2022 05:59;22.5;4.71;1.26;6.66;45;3
24/05/2022 07:59;22.5;11.08;2.38;14.74;45;3
24/05/2022 09:59;22.5;9.6;1.81;12.39;45;3
24/05/2022 11:59;22.5;10.14;1.88;13.04;45;3
24/05/2022 13:59;22.5;14.4;1.12;16.11;45;3
24/05/2022 15:59;22.5;22.16;0.95;23.62;45;3
24/05/2022 17:59;22.5;14.08;0.66;15.09;45;3
24/05/2022 19:59;22.5;11.74;0.64;12.72;45;3
24/05/2022 21:59;22.5;7.82;0.56;8.66;45;3
24/05/2022 23:59;22.5;4.89;0.77;6.06;45;3
25/05/2022 01:59;22.5;3.51;0.68;4.56;45;3
25/05/2022 03:59;22.5;2.9;0.4;3.5;45;3
25/05/2022 05:59;19.9;3.41;0.81;4.65;40;3
25/05/2022 07:59;19.9;6.88;0.61;7.81;40;3
25/05/2022 09:59;19.9;4.83;0.67;5.86;40;3
25/05/2022 11:59;19.9;3.3;0.49;4.05;40;3
25/05/2022 13:59;19.9;11.9;1.51;14.14;40;3
25/05/2022 15:59;19.9;13.36;3.72;18.87;40;3
25/05/2022 17:59;19.9;7.13;1.18;8.94;40;3
25/05/2022 19:59;19.9;13.24;6.26;22.6;40;3
25/05/2022 21:59;19.9;11.56;4.44;18.4;40;3
25/05/2022 23:59;19.9;11.73;3.22;16.66;40;3
26/05/2022 01:59;19.9;13.4;4.12;19.7;40;3
26/05/2022 03:59;19.9;10.78;1.76;13.48;40;3
26/05/2022 05:59;19.9;8.56;1.27;10.51;40;3
26/05/2022 07:59;19.9;9.06;1.23;10.96;40;3
26/05/2022 09:59;19.9;13.42;1.12;15.14;40;3
26/05/2022 11:59;19.9;17.04;0.94;18.48;40;3
26/05/2022 13:59;19.9;19.67;0.44;20.3;40;3
26/05/2022 15:59;19.9;10.1;0.72;11.2;40;3
26/05/2022 17:59;19.9;9.88;0.67;10.91;40;3
26/05/2022 19:59;19.9;10.04;0.6;10.96;40;3
26/05/2022 21:59;19.9;7.14;0.46;7.84;40;3
26/05/2022 23:59;19.9;6.57;0.64;7.54;40;3
27/05/2022 01:59;11.9;7.24;0.61;8.19;24;0
27/05/2022 03:59;11.9;6.49;0.32;6.96;24;0
27/05/2022 05:59;11.9;5.05;0.57;5.93;24;0
27/05/2022 07:59;11.9;4.74;0.45;5.43;24;0
27/05/2022 09:59;11.9;3.32;0.51;4.1;24;0
27/05/2022 11:59;11.9;3.91;0.54;4.74;24;0
27/05/2022 13:59;11.9;5.05;0.6;5.97;24;0
27/05/2022 15:59;11.9;4.1;0.62;5.05;24;0
27/05/2022 17:59;11.9;3.7;0.69;4.76;24;0
27/05/2022 19:59;11.9;4.28;1.09;5.96;24;0
27/05/2022 21:59;11.9;5.57;0.68;6.61;24;0
27/05/2022 23:59;11.9;6.2;1.07;7.84;24;0
28/05/2022 01:59;11.9;6.12;1.02;7.7;24;0
28/05/2022 03:59;11.9;5.36;0.92;6.77;24;0
28/05/2022 05:59;11.9;4.22;0.99;5.74;24;0
28/05/2022 07:59;11.9;2.84;0.67;3.87;24;0
28/05/2022 09:59;11.9;3.49;0.98;4.99;24;0
28/05/2022 11:59;11.9;4.18;0.79;5.39;24;0
28/05/2022 13:59;11.9;3.85;0.88;5.2;24;0
28/05/2022 15:59;11.9;5.98;0.76;7.14;24;0
28/05/2022 17:59;11.9;4.13;0.8;5.36;24;0
28/05/2022 19:59;11.9;2.25;0.87;3.59;24;0
28/05/2022 21:59;11.9;3.42;0.67;4.45;24;0
28/05/2022 23:59;11.9;2.67;0.5;3.45;24;0
29/05/2022 01:59;11.4;1.07;0.36;1.55;23;0
29/05/2022 03:59;11.4;1.75;0.7;2.83;23;0
29/05/2022 05:59;11.4;0.96;0.53;1.77;23;0
29/05/2022 07:59;11.4;0.75;0.73;1.86;23;0
29/05/2022 09:59;11.4;6.35;0.73;7.48;23;0
29/05/2022 11:59;11.4;6.38;1.32;8.4;23;0
29/05/2022 13:59;11.4;9.95;4.31;16.55;23;0
29/05/2022 15:59;11.4;8.47;4.07;14.71;23;0
29/05/2022 17:59;11.4;8.11;3.59;13.61;23;0
29/05/2022 19:59;11.4;10.22;3.75;15.97;23;0
29/05/2022 21:59;11.4;10.19;4.55;17.16;23;0
29/05/2022 23:59;11.4;12.59;3;17.19;23;0
30/05/2022 01:59;11.4;11.93;2.53;15.82;23;0
30/05/2022 03:59;11.4;12.74;3.12;17.52;23;0
30/05/2022 05:59;11.4;16.96;4.52;23.89;23;0
30/05/2022 07:59;11.4;7.32;0.94;8.76;23;0
30/05/2022 09:59;11.4;5.5;1.06;7.12;23;0
30/05/2022 11:59;11.4;4.12;0.93;5.54;23;0
30/05/2022 13:59;11.4;4.51;0.82;5.77;23;0
30/05/2022 15:59;11.4;2.68;0.82;3.94;23;0
30/05/2022 17:59;11.4;2.02;0.67;3.05;23;0
30/05/2022 19:59;11.4;2.08;0.77;3.25;23;0
30/05/2022 21:59;12.8;1.59;0.83;2.86;26;0
30/05/2022 23:59;12.8;1.63;0.87;2.96;26;0
31/05/2022 01:59;12.8;3.21;0.79;4.44;26;0
31/05/2022 03:59;12.8;2.95;0.77;4.13;26;0
31/05/2022 05:59;12.8;5.42;0.7;6.49;26;0
31/05/2022 07:59;12.8;8.16;0.66;9.16;26;0
31/05/2022 09:59;12.8;10.92;1.01;12.47;26;0
31/05/2022 11:59;12.8;8.26;1.13;9.99;26;0
31/05/2022 13:59;12.8;7.32;1.22;9.2;26;0
31/05/2022 15:59;12.8;5.84;0.93;7.27;26;0
31/05/2022 17:59;12.8;5.64;1.23;7.52;26;0
31/05/2022 19:59;12.8;4.36;0.84;5.64;26;0
31/05/2022 21:59;12.8;3.76;1.27;5.71;26;0
31/05/2022 23:59;12.8;2.88;1.09;4.56;26;0
01/06/2022 01:59;12.8;2.67;1.13;4.39;26;0
01/06/2022 03:59;12.8;2.89;1.01;4.43;26;0
01/06/2022 05:59;12.8;4.32;0.82;5.58;26;0
01/06/2022 07:59;12.8;4.36;0.9;5.73;26;0
01/06/2022 09:59;12.8;4.47;0.86;5.79;26;0
01/06/2022 11:59;12.8;4.88;0.62;5.83;26;0
01/06/2022 13:59;12.8;3.93;0.88;5.28;26;0
01/06/2022 15:59;12.8;2.98;0.76;4.17;26;0
01/06/2022 17:59;12.8;2.42;0.68;3.45;26;0
01/06/2022 19:59;12.8;2.06;0.43;2.72;26;0
01/06/2022 21:59;37.4;1.54;0.54;2.37;75;2
01/06/2022 23:59;37.4;1.51;0.47;2.23;75;2
02/06/2022 01:59;37.4;1.72;0.47;2.44;75;2
02/06/2022 03:59;37.4;1.52;0.73;2.63;75;2
02/06/2022 05:59;37.4;4.99;0.79;6.21;75;2
02/06/2022 07:59;37.4;6.3;0.79;7.51;75;2
02/06/2022 09:59;37.4;5.62;0.91;7.03;75;2
02/06/2022 11:59;37.4;4.6;0.97;6.09;75;2
02/06/2022 13:59;37.4;4.32;1.18;6.12;75;2
02/06/2022 15:59;37.4;4.21;1.12;5.93;75;2
02/06/2022 17:59;37.4;5.35;1.18;7.16;75;2
02/06/2022 19:59;37.4;4.45;1.11;6.16;75;2
02/06/2022 21:59;37.4;4.56;1.02;6.14;75;2
02/06/2022 23:59;37.4;5.41;0.91;6.8;75;2
03/06/2022 01:59;37.4;4.26;1.06;5.88;75;2
03/06/2022 03:59;37.4;5.85;0.97;7.35;75;2
03/06/2022 05:59;37.4;6.54;0.71;7.63;75;2
03/06/2022 07:59;37.4;5.67;0.62;6.61;75;2
03/06/2022 09:59;37.4;6.24;1.34;8.29;75;2
03/06/2022 11:59;37.4;9.72;1.15;11.48;75;2
03/06/2022 13:59;37.4;25.86;1.53;28.21;75;2
03/06/2022 15:59;37.4;18.27;0.85;19.58;75;2
03/06/2022 17:59;21.9;16.24;1.41;18.19;44;3
03/06/2022 19:59;21.9;12.77;1.33;14.81;44;3
03/06/2022 21:59;21.9;9.06;0.69;10.1;44;3
03/06/2022 23:59;21.9;5.59;0.77;6.77;44;3
04/06/2022 01:59;21.9;7.44;2.14;10.72;44;3
04/06/2022 03:59;21.9;13.9;5.65;22.6;44;3
04/06/2022 05:59;21.9;21.38;5.96;30.55;44;4
04/06/2022 07:59;21.9;21.41;7.49;32.87;44;4
04/06/2022 09:59;21.9;24.52;6.53;34.54;44;4
04/06/2022 11:59;21.9;27.77;9.83;42.85;44;4
04/06/2022 13:59;21.9;27.59;3.92;33.61;44;4
04/06/2022 15:59;21.9;20.06;4.19;26.49;44;3
04/06/2022 17:59;21.9;14.63;4.12;20.94;44;3
04/06/2022 19:59;21.9;17.74;4.34;24.38;44;3
04/06/2022 21:59;21.9;16.73;3.84;22.62;44;3
04/06/2022 23:59;21.9;20.2;3.65;25.79;44;3
05/06/2022 01:59;21.9;28.37;4.15;34.73;44;4
05/06/2022 03:59;21.9;33.99;3.45;39.29;44;4
05/06/2022 05:59;21.9;31.4;4.76;38.7;44;4
05/06/2022 07:59;21.9;21.8;5.49;30.21;44;4
05/06/2022 09:59;21.9;18.13;2.97;22.68;44;3
05/06/2022 11:59;21.9;12.79;1.89;15.67;44;3
05/06/2022 13:59;21.9;11.48;1.32;13.52;44;3
05/06/2022 15:59;21.9;10.62;0.95;12.08;44;3
05/06/2022 17:59;17.1;8.55;1.11;10.25;34;0
05/06/2022 19:59;17.1;7.37;0.39;7.93;34;0
05/06/2022 21:59;17.1;6.34;0.69;7.39;34;0
05/06/2022 23:59;17.1;5.52;0.3;5.96;34;0
06/06/2022 01:59;17.1;16.5;3.6;22.03;34;0
06/06/2022 03:59;17.1;17.63;3.63;23.18;34;0
06/06/2022 05:59;17.1;16.09;3.25;21.05;34;0
06/06/2022 07:59;17.1;18.64;4.76;25.93;34;0
06/06/2022 09:59;17.1;18.12;7.09;29;34;4
06/06/2022 11:59;17.1;16.76;4.65;23.88;34;0
06/06/2022 13:59;17.1;20.25;4.51;27.15;34;4
06/06/2022 15:59;17.1;19.16;4.08;25.41;34;0
06/06/2022 17:59;17.1;13.73;2.29;17.25;34;0
06/06/2022 19:59;17.1;16.94;4.58;23.98;34;0
06/06/2022 21:59;17.1;17.67;7.36;28.99;34;4
06/06/2022 23:59;17.1;20.93;2.53;24.6;34;0
07/06/2022 01:59;17.1;26.35;3.96;32.42;34;4
07/06/2022 03:59;17.1;23.12;4.07;29.32;34;4
07/06/2022 05:59;17.1;16.7;3.14;21.38;34;0
07/06/2022 07:59;17.1;14.02;1.38;16.03;34;0
07/06/2022 09:59;17.1;9.9;0.21;10.1;34;0
07/06/2022 11:59;17.1;9;1.38;11.11;34;0
07/06/2022 13:59;25.8;10;2.83;14.25;52;3
07/06/2022 15:59;25.8;8.32;2;11.33;52;3
07/06/2022 17:59;25.8;8.08;0;7.66;52;3
07/06/2022 19:59;25.8;9.33;0.34;9.73;52;3
07/06/2022 21:59;25.8;9.13;0.99;10.56;52;3
07/06/2022 23:59;25.8;10.55;1.97;13.46;52;3
08/06/2022 01:59;25.8;14.63;4.33;21.16;52;3
08/06/2022 03:59;25.8;14.74;2.6;18.74;52;3
08/06/2022 05:59;25.8;11.09;1.8;13.86;52;3
08/06/2022 07:59;25.8;12.54;4.13;18.87;52;3
08/06/2022 09:59;25.8;13.55;3.35;18.67;52;3
08/06/2022 11:59;25.8;9.46;2.14;12.75;52;3
08/06/2022 13:59;25.8;10.18;3.01;14.79;52;3
08/06/2022 15:59;25.8;13.56;2.77;17.8;52;3
08/06/2022 17:59;25.8;7.97;0.82;9.23;52;3
08/06/2022 19:59;25.8;7.35;1.02;8.9;52;3
08/06/2022 21:59;25.8;9.27;0.87;10.6;52;3
08/06/2022 23:59;25.8;11.47;0.94;12.89;52;3
09/06/2022 01:59;25.8;15.8;2.73;19.99;52;3
09/06/2022 03:59;25.8;18.18;2.3;21.71;52;3
09/06/2022 05:59;25.8;15.51;0.58;16.4;52;3
09/06/2022 07:59;25.8;20.84;1.43;23;52;3
09/06/2022 09:59;25.8;10.56;0.1;10.27;52;3
09/06/2022 11:59;25.8;3.54;0.23;3.87;52;3
09/06/2022 13:59;23;3.17;0.45;3.84;46;3
09/06/2022 15:59;23;5.27;0.39;5.83;46;3
09/06/2022 17:59;23;10.2;0.84;11.49;46;3
09/06/2022 19:59;23;12.92;0.65;13.89;46;3
09/06/2022 21:59;23;19.36;0.4;19.78;46;3
09/06/2022 23:59;23;28.47;5.06;36.22;46;4
10/06/2022 01:59;23;12.7;0.37;12.98;46;3
10/06/2022 03:59;23;12.74;3.57;18.2;46;3
10/06/2022 05:59;23;14.59;5.56;23.11;46;3
10/06/2022 07:59;23;7.55;1.22;9.41;46;3
10/06/2022 09:59;23;10.09;1.97;13.11;46;3
10/06/2022 11:59;23;11.51;1.45;13.75;46;3
10/06/2022 13:59;23;13.41;1.27;15.36;46;3
10/06/2022 15:59;23;13.14;0.5;13.92;46;3
10/06/2022 17:59;23;10.56;0.56;11.43;46;3
10/06/2022 19:59;23;7.06;0.23;7.35;46;3
10/06/2022 21:59;23;6.24;0.53;7.05;46;3
10/06/2022 23:59;23;6.47;0.74;7.6;46;3
11/06/2022 01:59;23;2.7;0.53;3.51;46;3
11/06/2022 03:59;23;2.7;0.56;3.55;46;3
11/06/2022 05:59;23;2.95;0.57;3.83;46;3
11/06/2022 07:59;23;2.4;0.36;2.95;46;3
11/06/2022 09:59;35.8;1.8;0.37;2.35;72;2
11/06/2022 11:59;35.8;1.75;0.55;2.6;72;2
11/06/2022 13:59;35.8;1.72;0.62;2.68;72;2
11/06/2022 15:59;35.8;4;0.55;4.84;72;2
11/06/2022 17:59;35.8;6.64;1.79;9.43;72;2
11/06/2022 19:59;35.8;9.61;0.88;10.96;72;2
11/06/2022 21:59;35.8;16.21;0.66;17.22;72;2
11/06/2022 23:59;35.8;19.08;2.16;22.39;72;2
12/06/2022 01:59;35.8;15.03;1.4;17.18;72;2
12/06/2022 03:59;35.8;11.9;1.98;14.93;72;2
12/06/2022 05:59;35.8;5.32;0.85;6.62;72;2
12/06/2022 07:59;35.8;6.27;0.95;7.72;72;2
12/06/2022 09:59;35.8;6.35;1.44;8.55;72;2
12/06/2022 11:59;35.8;4.13;0.59;5.04;72;2
12/06/2022 13:59;35.8;8.48;2.49;12.3;72;2
12/06/2022 15:59;35.8;10.74;1.09;12.42;72;2
12/06/2022 17:59;35.8;27.59;5.76;36.4;72;2
12/06/2022 19:59;35.8;25.1;1.41;27.25;72;2
12/06/2022 21:59;35.8;17.54;1.18;19.36;72;2
12/06/2022 23:59;35.8;10.31;0.65;11.31;72;2
13/06/2022 01:59;35.8;12.38;0.92;13.8;72;2
13/06/2022 03:59;35.8;12.85;1.83;15.65;72;2
13/06/2022 05:59;35.8;12.34;1.09;13.84;72;2
13/06/2022 07:59;35.8;10.87;0.35;11.4;72;2
