PM10,NO2,NO,NOX,IQA,clusters
25.0,23.49,1.15,26.7,53,1
22.0,19.57,0.87,22.92,46,1
33.0,21.56,2.18,26.88,66,1
30.0,31.51,3.26,38.27,77,1
31.0,29.01,4.63,37.92,76,1
28.0,26.26,4.2,34.58,69,1
30.0,15.75,2.99,22.44,59,1
32.0,10.64,3.38,18.03,63,1
26.0,13.05,2.48,19.01,52,1
24.0,15.86,2.2,21.33,49,1
19.0,9.71,1.02,13.5,38,0
19.0,12.13,1.22,16.18,38,0
13.0,8.34,1.22,12.48,26,0
16.0,6.72,1.07,10.67,32,0
10.0,9.39,1.57,14.04,28,0
19.0,11.77,2.19,17.32,38,0
19.0,12.62,3.21,19.72,39,0
18.0,8.97,2.54,15.11,36,0
19.0,6.4,1.94,11.69,39,0
11.0,5.47,2.28,11.3,23,0
40.0,13.03,2.11,18.43,80,3
20.0,28.44,2.99,34.84,70,1
10.0,24.68,1.48,28.86,58,1
5.0,28.84,1.47,32.9,66,1
6.0,13.09,1.06,16.88,34,0
17.0,6.89,1.05,10.27,33,0
13.0,9.83,2.06,14.73,29,0
21.0,11.03,1.36,14.83,42,0
12.0,11.11,2.31,16.37,33,0
14.0,10.21,2.34,15.52,31,0
11.0,5.14,1.31,8.94,22,0
9.0,6.26,1.62,10.52,21,0
15.0,11.43,2.27,16.63,33,0
13.0,12.27,1.38,16.09,32,0
12.0,12.6,1.19,16.12,32,0
15.0,16.97,1.58,21.03,42,0
18.0,9.83,0.91,12.95,37,0
14.0,5.21,1.07,8.65,28,0
14.0,15.54,1.48,19.47,39,0
22.0,26.71,4.18,34.63,69,1
19.0,17.54,3.6,24.69,49,1
19.0,18.68,3.13,25.1,50,1
18.0,10.08,1.86,14.67,37,0
48.0,11.49,2.12,16.46,97,3
31.0,19.46,2.96,25.61,62,1
21.0,29.6,2.67,35.16,70,1
21.0,23.45,1.9,27.92,56,1
23.0,9.26,1.02,12.58,45,0
21.0,3.79,0.91,7.01,42,0
22.0,1.97,0.71,4.91,45,0
24.0,7.26,0.91,10.48,48,1
18.0,12.2,1.63,16.47,37,0
19.0,10.98,2.28,16.25,38,0
13.0,11.25,2.04,16.16,32,0
10.0,5.95,1.21,9.63,19,0
8.0,6.49,1.27,10.25,20,0
11.0,8.58,1.49,12.65,25,0
18.0,10.69,1.48,14.73,36,0
28.0,6.0,0.94,9.26,55,1
27.0,4.06,0.7,6.97,53,1
18.0,3.28,0.69,6.17,37,0
21.0,3.82,0.67,6.68,43,0
26.0,10.42,1.36,14.28,52,1
24.0,18.84,2.11,23.78,49,1
36.0,15.18,3.28,21.95,72,1
34.0,15.73,2.97,22.02,67,1
37.0,10.92,2.44,16.43,74,1
40.0,11.22,2.47,16.78,79,3
29.0,19.36,2.81,25.37,57,1
34.0,26.07,2.92,32.21,67,1
30.0,9.36,1.32,13.18,61,1
21.0,5.18,1.37,9.11,42,0
19.0,1.99,1.24,5.75,38,0
16.0,1.92,1.25,5.71,31,0
15.0,7.05,1.69,11.55,30,0
16.0,7.67,2.2,12.94,32,0
10.0,12.18,3.69,19.76,40,0
14.0,13.11,4.53,21.98,44,1
15.0,10.16,3.28,17.11,34,0
18.0,8.98,3.09,15.62,36,0
19.0,14.67,5.75,25.42,51,1
19.0,15.34,2.32,20.83,42,0
15.0,15.06,1.22,18.87,38,0
13.0,9.18,1.22,12.96,26,0
15.0,3.42,1.03,6.88,30,0
25.0,2.68,1.08,6.22,51,1
51.0,8.7,1.74,13.27,102,3
25.0,9.63,2.1,14.76,51,1
13.0,17.12,4.99,26.71,53,1
6.0,15.68,4.49,24.5,49,1
34.0,7.63,2.57,13.48,68,1
17.0,6.95,2.41,12.54,34,0
14.0,13.87,4.54,22.77,46,1
9.0,13.28,2.58,19.17,38,0
11.0,7.05,1.34,11.0,23,0
23.0,4.93,1.32,8.84,47,0
18.0,3.62,1.13,7.25,36,0
53.0,5.43,1.35,9.32,105,3
26.0,8.79,2.14,13.87,53,1
13.0,8.6,2.05,13.54,27,0
6.0,9.02,3.03,15.46,31,0
24.0,10.46,3.01,16.84,48,1
12.0,7.39,2.63,13.23,26,0
6.0,6.42,1.79,10.97,22,0
11.0,9.8,1.85,14.41,29,0
13.0,13.32,1.79,17.82,36,0
18.0,8.11,1.27,11.85,36,0
15.0,9.53,1.42,13.48,30,0
10.0,8.24,1.22,11.9,24,0
6.0,4.98,1.22,8.67,17,0
7.0,6.14,1.9,10.87,22,0
4.0,5.43,1.3,9.25,18,0
12.0,6.79,2.17,11.91,24,0
10.0,11.02,3.44,18.07,36,0
40.0,5.13,1.94,9.93,80,3
20.0,4.62,1.91,9.37,40,0
12.0,6.47,2.47,12.07,25,0
14.0,12.44,1.3,16.2,32,0
50.0,11.24,1.3,15.0,101,3
25.0,12.98,1.2,16.57,50,1
12.0,7.51,1.19,11.14,25,0
6.0,4.85,1.42,8.87,18,0
3.0,8.96,1.35,12.84,26,0
10.0,13.64,2.43,19.17,38,0
12.0,10.46,2.64,16.33,33,0
11.0,12.22,4.13,20.36,41,0
44.0,5.71,2.09,10.75,87,3
22.0,7.3,2.35,12.74,43,0
23.0,14.46,4.14,22.6,45,1
18.0,12.84,1.98,17.67,36,0
11.0,6.85,1.18,10.49,23,0
11.0,6.49,1.39,10.45,23,0
13.0,4.33,1.34,8.23,27,0
20.0,3.38,1.22,7.1,41,0
15.0,8.47,1.82,13.09,29,0
18.0,13.95,3.52,21.15,42,0
22.0,9.42,3.8,17.07,44,0
51.0,8.56,3.26,15.39,102,3
25.0,7.95,2.68,13.89,51,1
13.0,15.63,3.63,22.99,46,1
15.0,15.07,3.43,22.13,44,1
13.0,18.3,2.77,24.33,49,1
11.0,10.97,0.85,14.09,28,0
19.0,12.99,1.18,16.61,39,0
29.0,7.42,0.95,10.71,59,1
20.0,5.56,0.75,8.43,40,0
14.0,13.08,1.5,16.94,34,0
25.0,15.7,2.66,21.29,50,1
29.0,9.8,3.05,16.11,58,1
27.0,13.33,5.11,22.73,55,1
53.0,10.11,3.05,16.41,105,3
26.0,12.44,3.52,19.42,52,1
21.0,14.0,2.87,19.95,42,0
14.0,28.08,1.96,32.35,65,1
18.0,27.18,1.36,30.54,61,1
24.0,24.61,1.32,27.96,56,1
25.0,15.76,1.18,19.08,50,1
52.0,14.17,1.43,17.91,104,3
26.0,20.69,2.27,25.58,52,1
13.0,16.34,3.34,22.97,46,1
6.0,11.3,3.36,18.07,36,0
14.0,13.7,3.39,20.46,41,0
44.0,7.76,2.56,13.36,87,3
22.0,9.64,3.22,16.22,43,0
16.0,12.58,2.75,18.38,37,0
18.0,18.89,2.34,23.93,48,1
10.0,15.59,1.16,18.89,38,0
24.0,12.09,1.21,15.53,48,1
17.0,9.53,1.21,13.03,34,0
19.0,6.09,1.11,10.8,37,0
20.0,19.48,2.56,26.23,52,1
16.0,25.09,5.16,35.74,71,1
15.0,29.67,5.95,41.46,83,2
17.0,13.78,3.0,21.29,43,0
16.0,11.6,2.78,18.79,38,0
9.0,10.64,2.16,16.91,34,0
12.0,18.86,3.83,27.55,55,1
13.0,31.72,2.19,37.73,75,1
13.0,28.98,1.39,33.79,68,1
23.0,27.83,2.4,34.21,68,1
18.0,15.42,1.22,20.17,40,0
18.0,12.45,1.22,17.24,35,0
10.0,16.67,1.71,22.15,44,0
18.0,15.53,1.68,20.98,42,0
24.0,21.2,3.06,28.69,57,1
17.0,11.57,2.32,18.06,36,0
21.0,10.87,2.98,18.38,42,0
48.0,6.43,1.82,12.23,95,3
31.0,10.14,2.54,17.0,61,1
24.0,21.75,1.84,27.35,55,1
26.0,12.64,1.39,17.7,53,1
22.0,10.0,1.22,14.83,45,0
24.0,9.06,1.02,13.59,48,1
14.0,4.12,1.11,7.63,28,0
21.0,5.99,0.86,9.09,42,0
48.0,10.82,1.31,14.55,96,3
24.0,9.05,1.33,12.83,48,1
31.0,7.83,1.22,11.45,63,1
16.0,3.12,1.02,6.51,31,0
12.0,3.4,0.91,6.61,25,0
15.0,5.6,1.23,9.28,30,0
17.0,9.52,1.22,13.12,34,0
16.0,6.05,1.17,9.63,32,0
19.0,5.34,1.18,8.94,37,0
14.0,3.83,1.12,7.35,28,0
18.0,3.78,1.22,7.46,35,0
20.0,27.52,1.88,31.88,64,1
23.0,21.74,1.99,26.35,53,1
24.0,23.73,2.42,28.97,58,1
26.0,30.36,2.59,35.76,72,1
17.0,13.17,1.77,17.56,35,0
18.0,22.86,2.69,28.52,57,1
19.0,21.16,2.67,26.82,54,1
25.0,16.49,1.58,20.55,50,1
28.0,12.75,1.07,16.08,56,1
27.0,11.0,1.28,14.68,54,1
26.0,6.16,1.2,9.77,53,1
19.0,6.45,1.21,11.41,38,0
11.0,20.77,2.55,27.43,55,1
18.0,28.95,2.95,36.0,72,1
40.0,47.18,4.54,56.2,112,2
31.0,21.86,2.26,28.04,61,1
22.0,17.47,1.8,23.06,46,1
22.0,14.8,2.23,21.11,44,1
22.0,24.12,3.31,31.84,64,1
15.0,52.16,5.92,63.19,126,2
27.0,20.33,1.28,25.05,54,1
36.0,12.59,1.18,17.34,71,1
33.0,29.76,1.62,34.76,70,1
21.0,12.18,1.23,17.03,43,0
28.0,23.12,2.6,29.79,60,1
30.0,31.06,2.84,37.88,76,1
33.0,20.73,1.96,26.48,67,1
32.0,17.23,2.22,23.47,65,1
28.0,11.41,2.2,17.76,56,1
23.0,10.07,1.37,15.19,47,1
20.0,36.89,4.96,46.82,94,2
25.0,53.71,5.53,64.08,128,2
29.0,28.62,1.63,33.66,67,1
43.0,18.93,1.22,23.59,86,3
36.0,9.23,1.22,14.13,72,1
40.0,4.15,1.22,10.17,81,3
33.0,15.35,1.48,21.62,66,1
38.0,21.4,2.25,28.8,76,1
42.0,32.14,4.11,42.25,85,2
38.0,23.0,3.03,31.57,75,1
29.0,11.72,1.57,18.19,59,1
24.0,9.21,1.8,16.06,48,1
25.0,29.34,3.01,37.8,76,1
28.0,50.02,4.35,60.28,121,2
27.0,39.07,2.33,46.36,93,2
38.0,22.83,1.94,29.73,76,1
35.0,11.61,1.45,17.88,70,1
32.0,6.7,1.23,12.71,63,1
31.0,21.28,2.28,28.71,62,1
37.0,43.97,5.38,55.89,112,2
47.0,25.9,4.03,35.96,94,3
32.0,26.06,3.05,34.62,69,1
31.0,15.14,3.42,24.4,62,1
20.0,10.73,2.88,19.21,40,0
15.0,18.08,2.08,25.25,50,1
14.0,34.55,3.97,44.42,89,2
23.0,35.09,1.55,41.23,82,2
37.0,19.55,1.34,25.56,73,1
28.0,8.41,1.22,14.38,56,1
24.0,9.54,1.22,15.54,47,1
35.0,17.72,1.88,24.68,71,1
43.0,25.1,2.6,33.11,86,3
54.0,19.19,2.61,27.25,109,3
34.0,17.41,2.31,25.02,67,1
29.0,6.23,1.83,13.19,57,1
24.0,5.41,1.61,12.04,47,0
22.0,14.95,2.35,22.65,45,1
21.0,17.87,1.94,24.91,50,1
22.0,9.88,1.22,15.88,44,0
32.0,8.56,1.32,14.72,64,1
35.0,4.82,1.22,10.86,70,1
32.0,3.66,1.22,9.71,63,1
34.0,7.36,1.22,13.37,69,1
27.0,9.14,1.35,15.35,55,1
22.0,9.24,1.86,16.23,44,0
26.0,14.86,2.3,22.48,52,1
22.0,4.61,1.26,10.71,44,0
25.0,3.22,1.1,9.09,49,0
24.0,7.78,2.08,15.1,49,1
27.0,13.07,1.4,19.32,54,1
28.0,11.01,1.26,17.07,57,1
34.0,11.28,1.22,17.26,68,1
45.0,3.0,1.23,9.06,90,3
32.0,5.75,1.25,13.28,64,1
32.0,17.37,1.82,25.78,65,1
44.0,7.07,1.57,15.08,88,3
40.0,11.02,3.0,21.23,80,3
36.0,14.64,4.65,27.39,71,1
56.0,7.99,2.63,17.62,112,3
28.0,6.47,2.69,16.21,56,1
25.0,14.75,5.96,29.5,59,1
20.0,11.95,2.02,20.66,41,0
17.0,9.88,1.42,17.68,35,0
18.0,10.97,1.35,18.66,37,0
19.0,8.43,1.16,15.82,39,0
13.0,4.18,1.31,11.79,26,0
17.0,13.53,2.29,22.65,45,1
23.0,18.35,4.23,30.46,61,1
33.0,5.76,1.99,14.42,66,1
18.0,28.68,3.99,40.42,81,2
52.0,23.15,3.13,33.57,103,3
26.0,17.46,2.21,26.47,53,1
22.0,45.81,7.76,63.36,127,2
24.0,41.41,4.83,54.46,109,2
34.0,19.02,1.93,27.6,68,1
27.0,27.89,0.8,34.74,69,1
34.0,10.84,0.64,17.43,68,1
27.0,9.25,0.62,12.87,54,1
21.0,17.47,1.99,23.16,46,1
21.0,14.98,1.5,19.92,42,0
22.0,14.05,1.74,19.36,44,1
19.0,15.9,3.73,24.26,49,1
19.0,8.77,1.67,13.99,38,0
15.0,5.67,1.39,10.47,31,0
42.0,10.04,1.9,15.61,85,3
21.0,10.43,1.15,14.84,42,0
11.0,5.26,0.81,9.17,21,0
15.0,5.37,0.68,9.09,30,0
28.0,3.59,0.62,7.22,55,1
27.0,4.93,0.67,8.62,55,1
35.0,24.43,2.16,30.37,70,1
42.0,25.54,2.71,32.32,84,3
53.0,5.93,1.52,10.93,106,3
35.0,4.88,1.85,10.4,70,1
29.0,2.11,1.11,6.49,57,1
18.0,2.93,1.23,7.49,35,0
10.0,6.31,1.36,11.07,22,0
16.0,6.41,1.54,11.44,31,0
20.0,1.5,1.15,5.95,40,0
19.0,2.99,1.22,7.54,37,0
20.0,1.77,1.06,6.08,41,0
56.0,1.8,1.19,6.91,111,3
28.0,6.98,1.38,12.46,56,1
14.0,14.86,2.98,22.9,46,1
21.0,10.78,2.69,18.32,42,0
11.0,13.93,4.35,24.07,48,1
5.0,5.89,2.38,12.89,26,0
2.0,6.19,2.27,13.03,26,0
10.0,12.15,4.38,22.31,45,0
14.0,16.02,2.57,23.46,47,1
47.0,14.71,1.11,19.89,94,3
23.0,12.44,1.33,17.91,47,1
12.0,7.26,1.25,12.55,25,0
6.0,4.47,1.22,9.67,19,0
3.0,10.72,1.76,16.84,34,0
5.0,13.44,4.29,23.47,47,1
19.0,11.8,3.19,20.12,40,0
19.0,10.32,3.37,18.89,38,0
11.0,7.87,2.39,14.92,30,0
8.0,5.24,2.24,12.02,24,0
49.0,7.43,1.97,13.82,98,3
24.0,24.75,3.33,33.47,67,1
12.0,9.33,1.22,14.59,29,0
6.0,5.24,1.22,10.45,21,0
3.0,2.78,1.22,7.95,16,0
7.0,1.39,1.15,6.29,13,0
11.0,4.88,1.22,9.87,23,0
13.0,9.57,1.32,14.72,29,0
12.0,6.71,1.63,12.34,25,0
13.0,5.37,1.4,10.65,26,0
44.0,1.3,1.22,6.31,87,3
22.0,1.27,1.22,6.29,43,0
21.0,2.8,1.22,7.81,42,0
21.0,7.7,1.26,12.75,41,0
20.0,3.95,1.21,8.94,39,0
26.0,4.35,1.14,9.23,52,1
29.0,5.12,1.13,9.98,57,1
30.0,5.86,1.14,10.75,59,1
53.0,12.38,1.64,17.99,106,3
27.0,30.48,4.99,41.17,82,2
44.0,32.35,4.5,42.29,89,2
34.0,16.08,1.89,22.06,68,1
27.0,8.53,1.67,14.22,54,1
22.0,9.5,1.71,15.23,43,0
17.0,16.23,1.7,21.93,44,1
24.0,37.2,5.18,48.14,96,2
30.0,15.76,1.31,20.86,60,1
31.0,11.51,1.15,16.38,62,1
34.0,11.37,1.22,16.35,68,1
36.0,11.62,1.34,16.8,72,1
45.0,15.27,1.64,20.86,90,3
36.0,14.62,2.39,21.37,72,1
59.0,17.18,2.81,24.55,119,3
67.0,14.66,3.16,22.6,133,3
33.0,9.03,1.81,14.96,66,1
30.0,7.91,2.4,14.76,61,1
24.0,11.74,2.32,18.42,47,1
26.0,14.34,2.04,20.56,52,1
32.0,21.82,1.41,26.98,65,1
27.0,20.28,1.69,25.89,53,1
32.0,9.29,1.05,14.05,65,1
28.0,5.33,1.01,10.07,57,1
30.0,5.77,1.26,10.89,59,1
31.0,9.74,2.13,16.14,63,1
42.0,24.45,4.78,34.74,84,3
28.0,10.29,2.85,17.8,56,1
16.0,8.43,1.91,14.51,33,0
11.0,9.62,2.39,16.43,33,0
13.0,13.5,3.09,21.34,43,0
18.0,16.08,3.12,23.93,48,1
31.0,5.71,2.19,12.27,63,1
56.0,5.59,1.32,10.81,111,3
28.0,2.97,1.24,8.1,56,1
14.0,4.77,1.14,8.23,28,0
7.0,12.76,1.24,16.14,32,0
31.0,17.42,2.18,22.12,62,1
15.0,10.77,2.31,15.85,32,0
8.0,12.04,2.1,16.77,34,0
4.0,7.83,1.68,12.04,24,0
13.0,11.59,1.69,15.71,31,0
13.0,15.25,1.78,19.4,39,0
25.0,32.35,2.22,36.66,73,1
14.0,31.07,1.23,33.91,68,1
32.0,17.31,1.36,20.75,63,1
27.0,8.53,1.1,11.82,54,1
24.0,3.89,1.17,7.43,49,0
30.0,11.88,1.5,15.69,60,1
32.0,27.55,2.7,32.75,66,1
24.0,14.96,3.27,21.39,48,1
27.0,13.4,2.4,18.54,54,1
22.0,10.74,2.07,15.45,44,0
21.0,18.64,2.46,23.73,47,1
26.0,56.57,4.27,63.3,127,2
24.0,21.29,1.13,24.26,49,1
35.0,19.86,1.23,23.02,71,1
27.0,9.35,0.69,11.99,53,1
21.0,6.27,0.52,8.75,43,0
17.0,12.85,0.83,15.6,34,0
16.0,17.2,1.11,20.25,41,0
24.0,11.72,1.8,16.0,47,1
27.0,10.68,1.33,14.28,54,1
59.0,7.6,1.2,11.08,117,3
29.0,7.29,0.78,10.13,59,1
28.0,14.64,1.44,18.27,55,1
24.0,17.67,0.5,19.78,47,1
22.0,11.83,0.28,13.78,44,0
27.0,15.55,0.5,17.73,53,1
17.0,7.36,0.0,9.01,34,0
18.0,3.09,0.0,4.87,36,0
20.0,6.46,0.09,8.27,40,0
15.0,16.27,0.4,18.28,37,0
17.0,16.81,0.62,19.13,38,0
16.0,8.79,0.25,10.78,32,0
18.0,10.64,0.27,12.6,36,0
13.0,3.07,0.0,4.85,25,0
9.0,5.74,0.1,7.59,19,0
15.0,15.55,0.1,17.1,34,0
26.0,18.65,0.0,19.96,52,1
28.0,12.51,0.07,14.12,56,1
13.0,8.32,0.68,9.28,26,0
21.0,9.89,2.24,13.2,43,0
16.0,10.69,2.39,14.19,32,0
12.0,4.72,0.66,5.76,25,0
7.0,4.6,0.68,5.67,15,0
16.0,7.47,1.05,9.02,33,0
16.0,11.3,1.6,13.58,32,0
11.0,5.88,0.72,6.98,23,0
15.0,7.19,0.27,7.55,31,0
19.0,6.57,0.22,6.87,38,0
49.0,3.84,0.2,4.2,98,3
24.0,6.97,0.32,7.42,49,0
23.0,8.2,0.78,9.32,46,0
34.0,7.42,1.27,9.31,68,1
17.0,6.73,1.34,8.73,34,0
16.0,6.0,1.15,7.74,31,0
8.0,4.72,0.94,6.17,16,0
9.0,11.22,2.09,14.25,29,0
10.0,15.52,0.17,15.48,31,0
19.0,18.18,0.23,18.16,38,0
43.0,13.38,0.7,14.21,85,3
21.0,6.13,0.01,6.13,43,0
11.0,4.11,0.16,4.39,21,0
5.0,8.56,0.36,9.02,18,0
2.0,10.48,0.75,11.49,23,0
9.0,12.2,3.56,17.46,35,0
44.0,9.76,1.9,12.55,87,3
22.0,4.5,0.77,5.71,43,0
22.0,3.99,0.85,5.32,43,0
17.0,9.53,1.47,11.66,34,0
17.0,10.78,0.13,10.82,33,0
27.0,9.74,0.07,9.73,53,1
14.0,5.19,0.38,5.78,29,0
13.0,9.64,0.22,9.84,26,0
14.0,5.27,0.0,5.28,28,0
9.0,9.17,0.39,9.65,19,0
11.0,11.88,0.71,12.77,26,0
6.0,9.86,2.91,14.18,28,0
13.0,8.64,1.62,11.03,26,0
53.0,4.57,0.42,5.23,105,3
26.0,4.12,0.38,4.74,52,1
25.0,9.05,0.73,10.07,50,1
23.0,24.81,0.63,25.2,50,1
25.0,18.26,0.43,18.54,50,1
19.0,21.31,0.61,21.79,44,1
15.0,11.23,0.1,11.21,31,0
19.0,4.16,0.0,4.19,38,0
52.0,3.83,0.3,4.33,104,3
26.0,7.38,0.41,7.96,52,1
13.0,6.62,0.85,7.88,25,0
6.0,16.38,2.11,19.29,39,0
25.0,3.89,0.62,4.87,50,0
13.0,4.86,0.78,6.06,25,0
48.0,11.12,0.88,12.29,97,3
24.0,16.21,0.09,16.04,48,1
12.0,18.03,0.61,18.6,37,0
6.0,11.31,0.3,11.6,23,0
8.0,6.95,0.01,6.91,16,0
11.0,4.67,0.0,4.69,23,0
26.0,15.62,1.25,17.24,52,1
17.0,22.89,1.37,24.48,49,1
29.0,22.83,1.91,25.25,57,1
19.0,20.15,2.91,24.17,48,1
13.0,9.52,1.1,11.09,26,0
15.0,10.7,1.22,12.41,29,0
11.0,15.46,1.05,16.78,34,0
18.0,13.92,0.44,14.35,37,0
22.0,6.45,0.21,6.75,44,0
22.0,7.25,0.55,8.04,44,0
31.0,4.79,0.33,5.32,62,1
18.0,3.23,0.1,3.45,37,0
22.0,6.59,0.44,7.23,44,0
24.0,13.79,1.39,15.68,47,1
30.0,11.52,1.94,14.32,60,1
22.0,14.16,2.51,17.75,44,1
13.0,5.79,0.94,7.22,26,0
8.0,8.05,1.83,10.78,22,0
11.0,14.67,3.05,19.07,38,0
11.0,19.46,1.21,20.91,42,0
12.0,20.79,4.52,27.27,55,1
17.0,11.43,0.45,11.95,33,0
20.0,3.27,0.74,4.47,41,0
13.0,3.79,0.62,4.8,27,0
12.0,9.89,0.8,10.98,25,0
12.0,16.94,2.22,20.01,40,0
17.0,18.42,4.42,24.81,50,1
19.0,10.91,2.5,14.59,38,0
17.0,5.7,1.83,8.48,34,0
41.0,6.87,1.86,9.67,82,3
29.0,14.66,3.35,19.53,59,1
18.0,12.92,2.47,16.48,36,0
18.0,9.4,0.35,9.82,35,0
18.0,8.66,0.85,9.87,37,0
18.0,4.78,0.86,6.11,35,0
44.0,5.41,0.83,6.68,88,3
22.0,8.26,1.2,10.01,44,0
11.0,12.17,1.33,14.01,28,0
5.0,16.23,3.51,21.3,43,0
3.0,11.86,3.0,16.28,33,0
1.0,5.86,1.49,8.14,16,0
2.0,10.1,2.67,14.05,28,0
2.0,11.74,2.91,16.01,32,0
11.0,17.28,1.53,19.28,39,0
12.0,9.92,1.2,11.62,24,0
14.0,7.25,1.31,9.2,28,0
41.0,6.72,1.02,8.26,81,3
20.0,6.47,1.21,8.29,40,0
10.0,12.72,1.66,15.06,30,0
5.0,13.85,3.09,18.34,37,0
2.0,8.78,1.77,11.39,23,0
36.0,19.53,3.9,25.09,71,1
18.0,10.0,2.06,13.01,36,0
9.0,7.99,2.26,11.38,23,0
13.0,13.29,1.48,15.33,31,0
8.0,24.22,1.91,26.59,53,1
18.0,20.01,1.26,21.51,43,1
10.0,11.27,1.01,12.65,25,0
15.0,9.34,0.96,10.69,30,0
14.0,7.76,1.03,9.26,29,0
12.0,13.88,2.36,17.25,34,0
13.0,10.51,2.29,13.87,28,0
28.0,12.52,3.65,17.9,56,1
15.0,10.36,2.69,14.34,30,0
12.0,5.25,1.19,7.08,23,0
10.0,7.26,1.32,9.24,20,0
17.0,8.52,1.35,10.5,33,0
18.0,11.58,1.27,13.35,36,0
11.0,5.43,1.21,7.28,21,0
12.0,5.98,1.22,7.83,24,0
14.0,4.1,1.28,6.11,27,0
40.0,3.48,1.2,5.38,80,3
20.0,4.29,1.38,6.44,40,0
10.0,4.46,1.93,7.45,20,0
5.0,7.98,2.92,12.39,25,0
33.0,6.89,2.31,10.4,65,1
16.0,4.53,2.15,7.86,33,0
8.0,4.34,2.25,7.82,16,0
12.0,10.7,2.82,14.86,30,0
7.0,9.82,2.69,13.82,28,0
4.0,9.8,2.92,14.14,28,0
13.0,8.53,1.87,11.3,27,0
39.0,5.72,1.22,7.59,78,3
20.0,4.41,1.27,6.38,39,0
19.0,9.79,1.58,12.08,38,0
9.0,16.4,3.95,22.13,44,0
5.0,9.1,3.51,14.38,29,0
17.0,17.1,6.25,26.33,53,1
8.0,8.33,3.06,12.93,26,0
17.0,6.21,2.85,10.56,33,0
11.0,10.07,3.89,15.89,32,0
11.0,26.07,7.56,37.05,74,1
41.0,16.71,3.93,22.41,83,3
21.0,12.13,1.7,14.55,41,0
10.0,13.37,5.08,20.93,42,0
5.0,11.59,1.28,13.37,27,0
2.0,14.8,2.1,17.75,35,0
1.0,20.64,4.65,27.33,55,1
3.0,21.91,5.63,30.06,60,1
6.0,16.74,4.64,23.53,47,1
42.0,10.71,3.07,15.25,84,3
21.0,11.13,3.0,15.56,42,0
12.0,19.86,5.43,27.76,56,1
13.0,31.65,2.77,35.13,70,1
21.0,27.33,1.88,29.57,59,1
11.0,18.29,1.42,20.08,40,0
17.0,16.27,1.77,18.67,37,0
17.0,9.95,1.52,12.14,34,0
23.0,13.89,2.29,17.15,47,1
47.0,18.18,3.35,22.94,94,3
23.0,12.98,3.73,18.47,47,1
12.0,12.46,4.14,18.61,37,0
30.0,10.37,3.96,16.3,60,1
15.0,10.41,3.38,15.45,31,0
16.0,14.23,4.1,20.26,41,0
8.0,15.54,3.43,20.5,41,0
38.0,8.23,2.14,11.42,76,3
19.0,9.32,1.89,12.1,38,0
9.0,7.06,1.62,9.49,19,0
18.0,6.84,1.68,9.38,36,0
9.0,11.38,2.37,14.83,30,0
4.0,17.96,4.57,24.6,49,1
2.0,12.49,5.46,20.65,41,0
1.0,12.59,5.58,20.94,42,0
42.0,8.69,3.55,14.03,83,3
21.0,8.2,3.03,12.76,42,0
17.0,11.61,3.51,16.81,35,0
12.0,17.73,4.3,23.96,48,1
12.0,13.71,3.26,18.47,37,0
45.0,9.99,2.0,12.92,90,3
22.0,4.64,1.65,7.2,45,0
11.0,4.27,1.64,6.81,22,0
6.0,8.87,1.94,11.75,23,0
27.0,19.17,4.05,24.98,53,1
7.0,11.11,4.71,19.69,39,0
27.0,6.78,3.24,13.31,54,1
13.0,7.28,3.62,14.38,29,0
12.0,15.09,5.52,24.73,49,1
40.0,18.89,5.4,28.19,79,3
20.0,8.79,2.3,13.78,40,0
10.0,14.65,2.08,19.05,38,0
5.0,11.33,2.82,17.01,34,0
34.0,7.0,1.66,11.09,69,1
17.0,13.09,2.64,18.41,37,0
9.0,23.3,5.96,33.25,66,1
8.0,12.47,5.05,21.51,43,0
20.0,11.23,4.29,19.16,40,0
10.0,4.96,2.7,10.75,21,0
45.0,5.44,2.78,11.32,90,3
26.0,10.46,4.7,19.06,52,1
13.0,16.82,6.07,27.24,54,1
18.0,11.65,2.07,16.17,37,0
14.0,9.07,2.08,13.71,27,0
26.0,6.31,2.11,11.12,53,1
21.0,10.72,3.11,16.77,42,0
14.0,6.83,2.12,11.57,28,0
11.0,7.36,2.59,12.79,26,0
24.0,7.43,2.94,13.39,47,1
50.0,11.79,3.61,18.56,100,3
25.0,4.25,2.54,9.77,50,1
22.0,3.22,2.44,8.65,44,0
52.0,9.12,3.1,15.24,104,3
26.0,19.02,3.24,24.83,52,1
14.0,19.58,2.25,23.85,48,1
7.0,13.0,2.18,17.5,35,0
3.0,6.46,2.19,11.33,23,0
2.0,2.52,2.06,7.39,15,0
1.0,9.53,2.35,14.48,29,0
9.0,23.66,4.72,31.5,63,1
23.0,12.88,5.03,21.76,45,1
33.0,11.65,5.03,20.59,66,1
47.0,8.72,3.86,16.04,94,3
23.0,8.67,3.76,15.84,47,1
16.0,19.44,5.92,29.33,59,1
14.0,34.73,2.82,39.06,78,1
21.0,20.58,2.18,24.69,49,1
25.0,14.47,2.09,18.75,50,1
19.0,9.74,2.06,14.24,37,0
19.0,7.59,1.67,12.79,38,0
30.0,19.02,5.92,31.89,64,1
20.0,28.11,5.12,40.7,81,2
28.0,18.91,0.43,23.36,56,1
57.0,14.01,0.7,18.39,114,3
29.0,7.94,0.31,11.1,57,1
