Parm;PM10;NO2;NO;NOX;IQA;starnuti;tosse;asma;difficolta_respiratorie;mal_di_testa;sonnolenza;occhi_gonfi;lacrimazione;gola_irritata;prurito
8/5/21 6.00 PM;18.56;9.92;1.92;13.32;37;0;0;0;0;0;0;0;0;0;0
8/5/21 8.00 PM;14.65;17.39;1.59;20.30;29;0;0;0;0;0;0;0;0;0;0
8/5/21 10.00 PM;12.70;18.87;0.83;20.60;25;0;0;0;0;0;0;0;0;0;0
9/5/21 12.00 AM;12.94;9.20;0.44;10.35;26;0;0;0;0;0;0;0;0;0;0
9/5/21 2.00 AM;8.30;5.14;0.04;5.67;17;0;0;0;0;0;0;0;0;0;0
9/5/21 4.00 AM;9.04;2.65;0.04;3.19;18;0;0;0;0;0;0;0;0;0;0
9/5/21 6.00 AM;7.08;7.72;0.99;9.70;14;0;0;0;0;0;0;0;0;0;0
9/5/21 8.00 AM;6.35;8.57;0.97;10.52;13;0;0;0;0;0;0;0;0;0;0
9/5/21 10.00 AM;13.43;9.42;1.79;12.62;27;0;0;0;0;0;0;0;0;0;0
9/5/21 12.00 PM;11.72;16.97;4.85;24.88;23;0;0;0;0;0;0;0;0;0;0
9/5/21 2.00 PM;8.79;6.50;1.09;8.63;18;0;0;0;0;0;0;0;0;0;0
9/5/21 4.00 PM;33.46;7.95;1.60;10.87;67;0;0;0;0;0;0;0;0;0;0
9/5/21 6.00 PM;57.14;14.05;2.89;18.95;114;0;0;0;0;0;0;0;0;0;0
9/5/21 8.00 PM;28.57;25.26;3.04;30.38;57;0;0;0;0;0;0;0;0;0;0
9/5/21 10.00 PM;14.16;19.38;0.68;20.88;28;0;0;0;0;0;0;0;0;0;0
10/5/21 12.00 AM;7.08;4.72;0.71;6.27;14;0;0;0;0;0;0;0;0;0;0
10/5/21 2.00 AM;3.42;3.56;0.56;4.89;7;0;0;0;0;0;0;0;0;0;0
10/5/21 4.00 AM;31.75;8.57;1.44;11.25;63;0;0;0;0;0;0;0;0;0;0
10/5/21 6.00 AM;15.87;16.11;0.95;18.03;32;0;0;0;0;0;0;0;0;0;0
10/5/21 8.00 AM;7.81;34.86;12.14;53.93;27;0;0;0;0;0;0;0;0;0;0
10/5/21 10.00 AM;22.47;20.27;4.35;27.40;45;0;0;0;0;0;0;0;0;0;0
10/5/21 12.00 PM;11.23;17.21;3.42;22.91;22;0;0;0;0;0;0;0;0;0;0
10/5/21 2.00 PM;16.12;14.08;1.92;17.48;32;0;0;0;0;0;0;0;0;0;0
10/5/21 4.00 PM;8.06;16.56;2.60;21.00;16;0;0;0;0;0;0;0;0;0;0
10/5/21 6.00 PM;18.32;14.87;2.02;18.43;37;0;0;0;0;0;0;0;0;0;0
10/5/21 8.00 PM;18.32;15.03;1.24;17.39;37;0;0;0;0;0;0;0;0;0;0
10/5/21 10.00 PM;23.44;8.65;0.83;10.39;47;0;0;0;0;0;0;0;0;0;0
11/5/21 12.00 AM;22.95;3.81;0.38;4.87;46;0;0;0;0;0;0;0;0;0;0
11/5/21 2.00 AM;51.28;4.13;0.43;5.25;103;0;0;0;0;0;0;0;0;0;0
11/5/21 4.00 AM;25.89;4.33;0.35;5.34;52;0;0;0;0;0;0;0;0;0;0
11/5/21 6.00 AM;12.70;15.98;1.73;19.11;25;0;0;0;0;0;0;0;0;0;0
11/5/21 8.00 AM;21.73;26.29;4.73;34.00;43;0;0;0;0;0;0;0;0;0;0
11/5/21 10.00 AM;10.74;37.00;11.09;54.47;27;0;0;0;0;0;0;0;0;0;0
11/5/21 12.00 PM;5.37;21.01;3.86;27.38;14;0;0;0;0;0;0;0;0;0;0
11/5/21 2.00 PM;2.69;12.85;2.07;16.49;8;0;0;0;0;0;0;0;0;0;0
11/5/21 4.00 PM;6.59;8.09;1.18;10.37;13;0;0;0;0;0;0;0;0;0;0
11/5/21 6.00 PM;51.04;11.26;1.17;13.52;102;0;0;0;0;0;0;0;0;0;0
11/5/21 8.00 PM;25.40;13.35;0.97;15.30;51;0;0;0;0;0;0;0;0;0;0
11/5/21 10.00 PM;12.70;9.41;0.68;10.92;25;0;0;0;0;0;0;0;0;0;0
12/5/21 12.00 AM;6.35;4.21;0.24;5.04;13;0;0;0;0;0;0;0;0;0;0
12/5/21 2.00 AM;31.50;3.05;0.24;3.88;63;0;0;0;0;0;0;0;0;0;0
12/5/21 4.00 AM;15.63;4.22;0.74;5.82;31;0;0;0;0;0;0;0;0;0;0
12/5/21 6.00 AM;13.19;9.15;0.83;10.89;26;0;0;0;0;0;0;0;0;0;0
12/5/21 8.00 AM;6.59;12.50;2.01;16.05;13;0;0;0;0;0;0;0;0;0;0
12/5/21 10.00 AM;22.47;6.89;0.83;8.62;45;0;0;0;0;0;0;0;0;0;0
12/5/21 12.00 PM;11.23;22.11;5.17;30.50;22;0;0;0;0;0;0;0;0;0;0
12/5/21 2.00 PM;5.62;12.90;2.83;17.71;11;0;0;0;0;0;0;0;0;0;0
12/5/21 4.00 PM;2.69;11.46;2.52;15.79;8;0;0;0;0;0;0;0;0;0;0
12/5/21 6.00 PM;11.48;16.51;2.74;21.18;23;0;0;0;0;0;0;0;0;0;0
12/5/21 8.00 PM;14.90;16.34;1.33;18.84;30;0;0;0;0;0;0;0;0;0;0
12/5/21 10.00 PM;11.23;5.99;0.66;7.47;22;0;0;0;0;0;0;0;0;0;0
13/5/21 12.00 AM;8.79;4.92;0.07;5.50;18;0;0;0;0;0;0;0;0;0;0
13/5/21 2.00 AM;11.97;3.44;0.17;4.16;24;0;0;0;0;0;0;0;0;0;0
13/5/21 4.00 AM;10.74;2.76;0.00;3.22;21;0;0;0;0;0;0;0;0;0;0
13/5/21 6.00 AM;50.55;7.99;0.62;9.40;101;0;0;0;0;0;0;0;0;0;0
13/5/21 8.00 AM;25.15;6.93;1.17;9.19;50;0;0;0;0;0;0;0;0;0;0
13/5/21 10.00 AM;21.00;5.67;0.78;7.33;42;0;0;0;0;0;0;0;0;0;0
13/5/21 12.00 PM;10.50;20.52;5.25;29.04;21;0;0;0;0;0;0;0;0;0;0
13/5/21 2.00 PM;5.13;18.12;3.99;24.71;12;0;0;0;0;0;0;0;0;0;0
13/5/21 4.00 PM;21.25;13.94;3.37;19.58;42;0;0;0;0;0;0;0;0;0;0
13/5/21 6.00 PM;18.56;31.30;8.97;45.50;37;0;0;0;0;0;0;0;0;0;0
13/5/21 8.00 PM;9.77;9.29;0.98;11.26;20;0;0;0;0;0;0;0;0;0;0
13/5/21 10.00 PM;19.78;7.61;0.42;8.72;40;0;0;0;0;0;0;0;0;0;0
14/5/21 12.00 AM;16.85;1.56;0.05;2.10;34;0;0;0;0;0;0;0;0;0;0
14/5/21 2.00 AM;13.43;0.69;0.01;1.18;27;0;0;0;0;0;0;0;0;0;0
14/5/21 4.00 AM;45.42;2.32;0.16;3.03;91;0;0;0;0;0;0;0;0;0;0
14/5/21 6.00 AM;22.71;10.29;0.82;12.01;45;0;0;0;0;0;0;0;0;0;0
14/5/21 8.00 AM;11.23;8.14;0.98;10.11;22;0;0;0;0;0;0;0;0;0;0
14/5/21 10.00 AM;5.62;5.60;0.89;7.43;11;0;0;0;0;0;0;0;0;0;0
14/5/21 12.00 PM;2.69;10.83;1.73;13.94;7;0;0;0;0;0;0;0;0;0;0
14/5/21 2.00 PM;15.38;11.45;2.27;15.40;31;0;0;0;0;0;0;0;0;0;0
14/5/21 4.00 PM;7.57;11.05;2.44;15.26;15;0;0;0;0;0;0;0;0;0;0
14/5/21 6.00 PM;9.52;13.93;3.56;19.85;19;0;0;0;0;0;0;0;0;0;0
14/5/21 8.00 PM;13.43;25.52;5.03;33.70;27;0;0;0;0;0;0;0;0;0;0
14/5/21 10.00 PM;16.61;16.22;1.07;18.32;33;0;0;0;0;0;0;0;0;0;0
15/5/21 12.00 AM;21.73;5.22;0.07;5.79;43;0;0;0;0;0;0;0;0;0;0
15/5/21 2.00 AM;15.87;2.23;0.20;3.00;32;0;0;0;0;0;0;0;0;0;0
15/5/21 4.00 AM;8.79;3.86;0.17;4.58;18;0;0;0;0;0;0;0;0;0;0
15/5/21 6.00 AM;38.34;13.77;0.71;15.32;77;0;0;0;0;0;0;0;0;0;0
15/5/21 8.00 AM;19.05;7.73;1.29;10.17;38;0;0;0;0;0;0;0;0;0;0
15/5/21 10.00 AM;9.52;6.91;1.05;8.99;19;0;0;0;0;0;0;0;0;0;0
15/5/21 12.00 PM;4.64;11.78;1.64;14.76;9;0;0;0;0;0;0;0;0;0;0
15/5/21 2.00 PM;27.59;7.75;1.63;10.72;55;0;0;0;0;0;0;0;0;0;0
15/5/21 4.00 PM;13.68;8.75;2.63;13.25;27;0;0;0;0;0;0;0;0;0;0
15/5/21 6.00 PM;12.70;13.67;3.49;19.49;25;0;0;0;0;0;0;0;0;0;0
15/5/21 8.00 PM;10.74;22.84;4.94;30.88;21;0;0;0;0;0;0;0;0;0;0
15/5/21 10.00 PM;12.94;16.65;0.65;18.11;26;0;0;0;0;0;0;0;0;0;0
16/5/21 12.00 AM;12.21;9.52;0.55;10.82;24;0;0;0;0;0;0;0;0;0;0
16/5/21 2.00 AM;17.09;2.87;0.32;3.84;34;0;0;0;0;0;0;0;0;0;0
16/5/21 4.00 AM;37.85;1.98;0.33;2.95;76;0;0;0;0;0;0;0;0;0;0
16/5/21 6.00 AM;18.80;6.82;0.99;8.80;38;0;0;0;0;0;0;0;0;0;0
16/5/21 8.00 AM;19.05;5.60;0.67;7.10;38;0;0;0;0;0;0;0;0;0;0
16/5/21 10.00 AM;9.52;17.69;4.66;25.30;19;0;0;0;0;0;0;0;0;0;0
16/5/21 12.00 PM;4.64;12.03;3.07;17.19;9;0;0;0;0;0;0;0;0;0;0
16/5/21 2.00 PM;20.76;6.39;1.02;8.43;42;0;0;0;0;0;0;0;0;0;0
16/5/21 4.00 PM;10.26;7.23;1.37;9.80;21;0;0;0;0;0;0;0;0;0;0
16/5/21 6.00 PM;8.06;12.99;1.80;16.21;16;0;0;0;0;0;0;0;0;0;0
16/5/21 8.00 PM;10.50;17.92;2.60;22.36;21;0;0;0;0;0;0;0;0;0;0
16/5/21 10.00 PM;16.36;20.10;0.89;21.92;33;0;0;0;0;0;0;0;0;0;0
17/5/21 12.00 AM;24.42;6.00;1.09;8.13;49;0;0;0;0;0;0;0;0;0;0
17/5/21 2.00 AM;47.86;3.75;0.60;5.12;96;0;0;0;0;0;0;0;0;0;0
17/5/21 4.00 AM;23.93;4.48;0.44;5.62;48;0;0;0;0;0;0;0;0;0;0
17/5/21 6.00 AM;11.97;10.12;1.24;12.48;24;0;0;0;0;0;0;0;0;0;0
17/5/21 8.00 AM;5.86;13.73;2.64;18.24;12;0;0;0;0;0;0;0;0;0;0
17/5/21 10.00 AM;2.93;6.15;0.99;8.13;6;0;0;0;0;0;0;0;0;0;0
17/5/21 12.00 PM;1.47;19.61;4.86;27.52;14;0;0;0;0;0;0;0;0;0;0
17/5/21 2.00 PM;29.55;18.16;4.16;25.01;59;0;0;0;0;0;0;0;0;0;0
17/5/21 4.00 PM;14.65;15.64;2.05;19.24;29;0;0;0;0;0;0;0;0;0;0
17/5/21 6.00 PM;17.09;18.88;3.44;24.61;34;0;0;0;0;0;0;0;0;0;0
17/5/21 8.00 PM;14.16;32.59;0.93;34.47;28;0;0;0;0;0;0;0;0;0;0
17/5/21 10.00 PM;22.47;12.74;0.54;14.03;45;0;0;0;0;0;0;0;0;0;0
18/5/21 12.00 AM;22.22;4.60;0.47;5.79;44;0;0;0;0;0;0;0;0;0;0
18/5/21 2.00 AM;12.94;3.22;0.34;4.21;26;0;0;0;0;0;0;0;0;0;0
18/5/21 4.00 AM;10.01;3.99;0.36;5.01;20;0;0;0;0;0;0;0;0;0;0
18/5/21 6.00 AM;13.43;11.83;1.20;14.13;27;0;0;0;0;0;0;0;0;0;0
18/5/21 8.00 AM;47.86;22.96;5.54;31.92;96;0;0;0;0;0;0;0;0;0;0
18/5/21 10.00 AM;23.93;14.37;3.60;20.36;48;0;0;0;0;0;0;0;0;0;0
18/5/21 12.00 PM;23.69;14.71;3.83;21.03;47;0;0;0;0;0;0;0;0;0;0
18/5/21 2.00 PM;11.72;14.86;3.50;20.68;23;0;0;0;0;0;0;0;0;0;0
18/5/21 4.00 PM;5.86;12.94;2.69;17.54;12;0;0;0;0;0;0;0;0;0;0
18/5/21 6.00 PM;7.81;14.75;2.99;19.80;16;0;0;0;0;0;0;0;0;0;0
18/5/21 8.00 PM;7.57;18.02;1.41;20.63;15;0;0;0;0;0;0;0;0;0;0
18/5/21 10.00 PM;15.87;7.66;0.66;9.13;32;0;0;0;0;0;0;0;0;0;0
19/5/21 12.00 AM;19.78;4.45;0.21;5.23;40;0;0;0;0;0;0;0;0;0;0
19/5/21 2.00 AM;51.04;4.35;0.20;5.12;102;0;0;0;0;0;0;0;0;0;0
19/5/21 4.00 AM;25.40;3.51;0.45;4.67;51;0;0;0;0;0;0;0;0;0;0
19/5/21 6.00 AM;12.70;12.57;1.11;14.74;25;0;0;0;0;0;0;0;0;0;0
19/5/21 8.00 AM;6.35;12.51;2.81;17.28;13;0;0;0;0;0;0;0;0;0;0
19/5/21 10.00 AM;3.17;5.40;0.87;7.20;6;0;0;0;0;0;0;0;0;0;0
19/5/21 12.00 PM;1.47;7.37;1.25;9.74;5;0;0;0;0;0;0;0;0;0;0
19/5/21 2.00 PM;35.90;11.39;2.98;16.43;72;0;0;0;0;0;0;0;0;0;0
19/5/21 4.00 PM;17.83;9.90;1.56;12.76;36;0;0;0;0;0;0;0;0;0;0
19/5/21 6.00 PM;18.32;7.27;1.14;9.48;37;0;0;0;0;0;0;0;0;0;0
19/5/21 8.00 PM;10.74;12.00;2.42;16.18;21;0;0;0;0;0;0;0;0;0;0
19/5/21 10.00 PM;20.02;5.51;1.14;7.72;40;0;0;0;0;0;0;0;0;0;0
20/5/21 12.00 AM;15.14;2.90;0.43;4.02;30;0;0;0;0;0;0;0;0;0;0
20/5/21 2.00 AM;12.94;1.96;0.54;3.25;26;0;0;0;0;0;0;0;0;0;0
20/5/21 4.00 AM;6.84;3.06;0.60;4.44;14;0;0;0;0;0;0;0;0;0;0
20/5/21 6.00 AM;40.54;11.20;1.06;13.29;81;0;0;0;0;0;0;0;0;0;0
20/5/21 8.00 AM;20.27;12.81;1.66;15.81;41;0;0;0;0;0;0;0;0;0;0
20/5/21 10.00 AM;10.01;10.01;2.40;14.15;20;0;0;0;0;0;0;0;0;0;0
20/5/21 12.00 PM;4.88;9.25;1.88;12.60;10;0;0;0;0;0;0;0;0;0;0
20/5/21 2.00 PM;2.44;8.29;1.97;11.76;6;0;0;0;0;0;0;0;0;0;0
20/5/21 4.00 PM;1.22;8.20;1.87;11.53;6;0;0;0;0;0;0;0;0;0;0
20/5/21 6.00 PM;4.88;9.48;2.10;13.16;10;0;0;0;0;0;0;0;0;0;0
20/5/21 8.00 PM;18.56;12.72;1.78;15.92;37;0;0;0;0;0;0;0;0;0;0
20/5/21 10.00 PM;18.56;5.96;0.51;7.22;37;0;0;0;0;0;0;0;0;0;0
21/5/21 12.00 AM;14.41;5.37;0.25;6.21;29;0;0;0;0;0;0;0;0;0;0
21/5/21 2.00 AM;45.67;7.16;0.25;8.01;91;0;0;0;0;0;0;0;0;0;0
21/5/21 4.00 AM;22.71;4.43;0.36;5.45;45;0;0;0;0;0;0;0;0;0;0
21/5/21 6.00 AM;11.48;11.63;0.97;13.59;23;0;0;0;0;0;0;0;0;0;0
21/5/21 8.00 AM;5.62;16.46;3.83;22.79;11;0;0;0;0;0;0;0;0;0;0
21/5/21 10.00 AM;2.69;11.70;2.83;16.49;8;0;0;0;0;0;0;0;0;0;0
21/5/21 12.00 PM;1.22;11.85;3.08;17.03;9;0;0;0;0;0;0;0;0;0;0
21/5/21 2.00 PM;31.26;8.26;1.42;10.90;63;0;0;0;0;0;0;0;0;0;0
21/5/21 4.00 PM;15.63;11.15;2.80;15.91;31;0;0;0;0;0;0;0;0;0;0
21/5/21 6.00 PM;49.57;13.00;2.94;17.96;99;0;0;0;0;0;0;0;0;0;0
21/5/21 8.00 PM;24.66;30.71;2.68;35.28;49;0;0;0;0;0;0;0;0;0;0
21/5/21 10.00 PM;12.21;19.46;1.00;21.45;24;0;0;0;0;0;0;0;0;0;0
22/5/21 12.00 AM;6.11;6.95;0.28;7.84;12;0;0;0;0;0;0;0;0;0;0
22/5/21 2.00 AM;2.93;2.75;0.43;3.88;6;0;0;0;0;0;0;0;0;0;0
22/5/21 4.00 AM;41.03;5.33;0.03;5.84;82;0;0;0;0;0;0;0;0;0;0
22/5/21 6.00 AM;20.27;14.03;1.21;16.35;41;0;0;0;0;0;0;0;0;0;0
22/5/21 8.00 AM;10.01;12.92;1.85;16.22;20;0;0;0;0;0;0;0;0;0;0
22/5/21 10.00 AM;4.88;9.33;1.17;11.59;10;0;0;0;0;0;0;0;0;0;0
22/5/21 12.00 PM;15.14;8.51;0.88;10.32;30;0;0;0;0;0;0;0;0;0;0
22/5/21 2.00 PM;7.57;8.09;0.69;9.61;15;0;0;0;0;0;0;0;0;0;0
22/5/21 4.00 PM;3.66;6.82;0.65;8.28;7;0;0;0;0;0;0;0;0;0;0
22/5/21 6.00 PM;4.40;10.78;0.77;12.43;9;0;0;0;0;0;0;0;0;0;0
