Parm;PM10;NO2;NO;NOX;IQA;starnuti;tosse;asma;difficolta_respiratorie;mal_di_testa;sonnolenza;occhi_gonfi;lacrimazione;gola_irritata;prurito
22/6/21 8.00 AM;59.10;31.83;6.25;43.11;118;0;0;0;0;0;0;0;0;0;0
22/6/21 10.00 AM;52.99;35.91;5.99;46.77;106;0;0;0;0;0;0;0;0;0;0
22/6/21 12.00 PM;56.17;19.21;4.22;27.44;112;0;0;0;0;0;0;0;0;0;0
22/6/21 2.00 PM;39.07;11.59;3.34;18.51;78;0;0;0;0;0;0;0;0;0;0
22/6/21 4.00 PM;35.16;11.95;2.93;18.25;70;0;0;0;0;0;0;0;0;0;0
22/6/21 6.00 PM;35.65;16.46;4.69;25.43;71;0;0;0;0;0;0;0;0;0;0
22/6/21 8.00 PM;42.74;25.78;3.46;32.81;85;0;0;0;0;0;0;0;0;0;0
22/6/21 10.00 PM;54.46;20.16;1.35;23.98;109;0;0;0;0;0;0;0;0;0;0
23/6/21 12.00 AM;61.54;14.66;1.28;18.40;123;0;0;0;0;0;0;0;0;0;0
23/6/21 2.00 AM;60.81;12.91;1.22;16.58;122;0;0;0;0;0;0;0;0;0;0
23/6/21 4.00 AM;57.88;9.75;1.22;13.81;116;0;0;0;0;0;0;0;0;0;0
23/6/21 6.00 AM;68.62;21.69;3.52;29.05;137;0;0;0;0;0;0;0;0;0;0
23/6/21 8.00 AM;67.16;29.06;3.01;35.53;134;0;0;0;0;0;0;0;0;0;0
23/6/21 10.00 AM;70.09;37.79;6.48;49.43;140;0;0;0;0;0;0;0;0;0;0
23/6/21 12.00 PM;64.71;25.43;3.05;32.01;129;0;0;0;0;0;0;0;0;0;0
23/6/21 2.00 PM;47.13;20.08;2.12;25.34;94;0;0;0;0;0;0;0;0;0;0
23/6/21 4.00 PM;38.58;16.60;3.80;24.49;77;0;0;0;0;0;0;0;0;0;0
23/6/21 6.00 PM;44.20;26.56;5.23;36.47;88;0;0;0;0;0;0;0;0;0;0
23/6/21 8.00 PM;52.01;18.42;2.00;23.52;104;0;0;0;0;0;0;0;0;0;0
23/6/21 10.00 PM;58.36;13.23;1.82;18.16;117;0;0;0;0;0;0;0;0;0;0
24/6/21 12.00 AM;76.68;16.68;1.47;21.01;153;0;0;0;0;0;0;0;0;0;0
24/6/21 2.00 AM;78.14;4.45;1.21;8.58;156;0;0;0;0;0;0;0;0;0;0
24/6/21 4.00 AM;83.52;11.83;1.22;15.84;167;0;0;0;0;0;0;0;0;0;0
24/6/21 6.00 AM;83.76;29.02;3.49;36.22;168;0;0;0;0;0;0;0;0;0;0
24/6/21 8.00 AM;88.64;32.25;5.10;41.87;177;0;0;0;0;0;0;0;0;0;0
24/6/21 10.00 AM;93.53;35.20;4.86;44.39;187;0;0;0;0;0;0;0;0;0;0
24/6/21 12.00 PM;79.37;33.23;4.01;41.16;159;0;0;0;0;0;0;0;0;0;0
24/6/21 2.00 PM;63.74;20.54;2.70;26.68;127;0;0;0;0;0;0;0;0;0;0
24/6/21 4.00 PM;52.50;27.33;3.83;35.08;105;0;0;0;0;0;0;0;0;0;0
24/6/21 6.00 PM;59.58;40.51;6.80;52.59;119;0;0;0;0;0;0;0;0;0;0
24/6/21 8.00 PM;51.77;66.24;5.67;76.15;104;0;0;0;0;0;0;0;0;0;0
24/6/21 10.00 PM;62.03;19.19;1.42;23.40;124;0;0;0;0;0;0;0;0;0;0
25/6/21 12.00 AM;58.61;12.13;1.44;16.48;117;0;0;0;0;0;0;0;0;0;0
25/6/21 2.00 AM;63.98;5.32;1.09;9.26;128;0;0;0;0;0;0;0;0;0;0
25/6/21 8.00 AM;49.57;32.94;5.89;43.05;99;0;0;0;0;0;0;0;0;0;0
25/6/21 10.00 AM;50.55;33.31;4.03;40.57;101;0;0;0;0;0;0;0;0;0;0
25/6/21 12.00 PM;44.93;25.41;4.69;33.86;90;0;0;0;0;0;0;0;0;0;0
25/6/21 2.00 PM;49.82;24.29;2.90;30.03;100;0;0;0;0;0;0;0;0;0;0
25/6/21 4.00 PM;53.72;20.87;1.57;24.66;107;0;0;0;0;0;0;0;0;0;0
25/6/21 6.00 PM;55.92;42.26;6.39;52.92;112;0;0;0;0;0;0;0;0;0;0
25/6/21 8.00 PM;44.20;27.17;2.23;31.82;88;0;0;0;0;0;0;0;0;0;0
25/6/21 10.00 PM;36.14;16.24;0.95;19.17;72;0;0;0;0;0;0;0;0;0;0
26/6/21 12.00 AM;39.07;8.95;1.09;12.28;78;0;0;0;0;0;0;0;0;0;0
26/6/21 2.00 AM;37.36;5.65;0.61;8.32;75;0;0;0;0;0;0;0;0;0;0
26/6/21 4.00 AM;33.21;19.71;0.80;22.34;66;0;0;0;0;0;0;0;0;0;0
26/6/21 6.00 AM;34.68;18.55;1.88;22.86;69;0;0;0;0;0;0;0;0;0;0
26/6/21 8.00 AM;45.42;14.57;2.15;19.39;91;0;0;0;0;0;0;0;0;0;0
26/6/21 10.00 AM;52.99;21.19;4.27;29.11;106;0;0;0;0;0;0;0;0;0;0
26/6/21 12.00 PM;28.08;10.85;2.70;16.61;56;0;0;0;0;0;0;0;0;0;0
26/6/21 2.00 PM;17.09;8.61;1.79;13.02;34;0;0;0;0;0;0;0;0;0;0
26/6/21 4.00 PM;20.51;6.22;1.52;10.27;41;0;0;0;0;0;0;0;0;0;0
26/6/21 6.00 PM;12.94;13.38;3.37;20.10;26;0;0;0;0;0;0;0;0;0;0
26/6/21 8.00 PM;10.99;22.74;1.61;26.54;22;0;0;0;0;0;0;0;0;0;0
26/6/21 10.00 PM;12.70;14.50;0.88;17.37;25;0;0;0;0;0;0;0;0;0;0
27/6/21 12.00 AM;22.71;16.91;1.21;20.23;45;0;0;0;0;0;0;0;0;0;0
27/6/21 2.00 AM;17.09;11.65;0.86;14.56;34;0;0;0;0;0;0;0;0;0;0
27/6/21 4.00 AM;10.50;6.32;0.81;9.02;21;0;0;0;0;0;0;0;0;0;0
27/6/21 6.00 AM;9.52;9.44;1.22;12.69;19;0;0;0;0;0;0;0;0;0;0
27/6/21 8.00 AM;9.77;16.03;5.10;25.06;20;0;0;0;0;0;0;0;0;0;0
27/6/21 10.00 AM;16.61;12.96;1.97;17.29;33;0;0;0;0;0;0;0;0;0;0
27/6/21 12.00 PM;44.93;9.27;2.33;14.23;90;0;0;0;0;0;0;0;0;0;0
27/6/21 2.00 PM;22.47;4.29;1.60;8.26;45;0;0;0;0;0;0;0;0;0;0
27/6/21 4.00 PM;11.23;5.67;1.38;9.27;22;0;0;0;0;0;0;0;0;0;0
27/6/21 6.00 PM;6.84;10.66;2.16;15.33;14;0;0;0;0;0;0;0;0;0;0
27/6/21 8.00 PM;10.01;23.67;1.60;27.16;20;0;0;0;0;0;0;0;0;0;0
27/6/21 10.00 PM;11.23;21.89;1.14;24.72;22;0;0;0;0;0;0;0;0;0;0
28/6/21 12.00 AM;21.73;25.60;1.22;28.47;43;0;0;0;0;0;0;0;0;0;0
28/6/21 2.00 AM;16.36;15.18;1.17;18.22;33;0;0;0;0;0;0;0;0;0;0
28/6/21 4.00 AM;14.16;10.60;1.15;13.73;28;0;0;0;0;0;0;0;0;0;0
28/6/21 6.00 AM;15.63;20.98;3.55;27.53;31;0;0;0;0;0;0;0;0;0;0
28/6/21 8.00 AM;22.47;26.47;4.15;33.81;45;0;0;0;0;0;0;0;0;0;0
28/6/21 10.00 AM;20.27;24.44;4.06;31.68;41;0;0;0;0;0;0;0;0;0;0
28/6/21 12.00 PM;13.68;14.67;3.96;22.00;27;0;0;0;0;0;0;0;0;0;0
28/6/21 2.00 PM;21.00;8.99;2.32;13.94;42;0;0;0;0;0;0;0;0;0;0
28/6/21 4.00 PM;17.83;15.11;3.38;21.53;36;0;0;0;0;0;0;0;0;0;0
28/6/21 6.00 PM;15.63;12.44;2.26;17.22;31;0;0;0;0;0;0;0;0;0;0
28/6/21 8.00 PM;21.25;16.02;2.05;20.40;42;0;0;0;0;0;0;0;0;0;0
28/6/21 10.00 PM;30.77;5.28;1.15;8.54;62;0;0;0;0;0;0;0;0;0;0
29/6/21 12.00 AM;33.94;5.03;0.65;7.53;68;0;0;0;0;0;0;0;0;0;0
29/6/21 2.00 AM;37.61;4.01;0.88;6.88;75;0;0;0;0;0;0;0;0;0;0
29/6/21 4.00 AM;36.39;3.92;1.01;7.24;73;0;0;0;0;0;0;0;0;0;0
29/6/21 6.00 AM;32.72;18.57;2.12;23.28;65;0;0;0;0;0;0;0;0;0;0
29/6/21 8.00 AM;44.20;29.70;4.65;38.05;88;0;0;0;0;0;0;0;0;0;0
29/6/21 10.00 AM;42.25;64.08;16.12;89.25;84;0;0;0;0;0;0;0;0;0;0
29/6/21 12.00 PM;48.35;23.42;3.37;29.95;97;0;0;0;0;0;0;0;0;0;0
29/6/21 2.00 PM;38.34;18.91;2.42;24.06;77;0;0;0;0;0;0;0;0;0;0
29/6/21 4.00 PM;35.16;19.98;2.12;24.66;70;0;0;0;0;0;0;0;0;0;0
29/6/21 6.00 PM;36.39;27.71;3.82;34.82;73;0;0;0;0;0;0;0;0;0;0
29/6/21 8.00 PM;38.10;21.39;2.43;26.51;76;0;0;0;0;0;0;0;0;0;0
30/6/21 12.00 AM;52.50;5.63;0.00;7.38;105;0;0;0;0;0;0;0;0;0;0
30/6/21 2.00 AM;63.25;4.40;0.33;6.67;126;0;0;0;0;0;0;0;0;0;0
30/6/21 4.00 AM;56.17;3.28;0.61;6.00;112;0;0;0;0;0;0;0;0;0;0
30/6/21 6.00 AM;49.08;15.74;1.42;19.44;98;0;0;0;0;0;0;0;0;0;0
30/6/21 8.00 AM;54.70;22.82;2.75;28.40;109;0;0;0;0;0;0;0;0;0;0
30/6/21 10.00 AM;56.41;17.54;2.95;23.54;113;0;0;0;0;0;0;0;0;0;0
30/6/21 12.00 PM;50.31;16.01;5.86;26.26;101;0;0;0;0;0;0;0;0;0;0
30/6/21 2.00 PM;38.83;20.54;1.52;24.29;78;0;0;0;0;0;0;0;0;0;0
30/6/21 4.00 PM;40.78;15.01;2.63;20.58;82;0;0;0;0;0;0;0;0;0;0
30/6/21 6.00 PM;28.57;20.15;3.70;27.25;57;0;0;0;0;0;0;0;0;0;0
30/6/21 8.00 PM;35.90;31.73;3.30;37.96;72;0;0;0;0;0;0;0;0;0;0
30/6/21 10.00 PM;51.28;7.51;0.44;9.89;103;0;0;0;0;0;0;0;0;0;0
1/7/21 12.00 AM;57.63;12.03;0.54;14.47;115;0;0;0;0;0;0;0;0;0;0
1/7/21 2.00 AM;59.10;2.71;0.61;5.45;118;0;0;0;0;0;0;0;0;0;0
1/7/21 4.00 AM;46.89;4.59;0.63;7.28;94;0;0;0;0;0;0;0;0;0;0
1/7/21 6.00 AM;35.65;16.81;1.37;20.22;71;0;0;0;0;0;0;0;0;0;0
1/7/21 8.00 AM;33.46;10.07;1.80;14.36;67;0;0;0;0;0;0;0;0;0;0
1/7/21 10.00 AM;25.15;19.32;4.09;26.81;50;0;0;0;0;0;0;0;0;0;0
1/7/21 12.00 PM;20.27;17.75;4.03;25.20;41;0;0;0;0;0;0;0;0;0;0
1/7/21 2.00 PM;21.00;12.42;3.55;19.31;42;0;0;0;0;0;0;0;0;0;0
1/7/21 4.00 PM;15.63;10.96;2.54;16.36;31;0;0;0;0;0;0;0;0;0;0
1/7/21 6.00 PM;13.43;19.29;3.85;26.42;27;0;0;0;0;0;0;0;0;0;0
1/7/21 8.00 PM;9.28;23.39;2.11;27.71;19;0;0;0;0;0;0;0;0;0;0
1/7/21 10.00 PM;21.49;14.70;1.24;17.97;43;0;0;0;0;0;0;0;0;0;0
2/7/21 12.00 AM;15.87;13.19;1.21;16.48;32;0;0;0;0;0;0;0;0;0;0
2/7/21 2.00 AM;15.87;6.23;0.81;9.13;32;0;0;0;0;0;0;0;0;0;0
2/7/21 4.00 AM;17.83;4.76;0.60;7.39;36;0;0;0;0;0;0;0;0;0;0
2/7/21 6.00 AM;14.90;7.79;1.17;11.19;30;0;0;0;0;0;0;0;0;0;0
2/7/21 8.00 AM;20.27;17.11;3.18;23.28;41;0;0;0;0;0;0;0;0;0;0
2/7/21 10.00 AM;22.47;13.76;3.05;19.84;45;0;0;0;0;0;0;0;0;0;0
2/7/21 12.00 PM;17.34;16.79;3.28;23.12;35;0;0;0;0;0;0;0;0;0;0
2/7/21 2.00 PM;10.99;9.96;2.08;14.68;22;0;0;0;0;0;0;0;0;0;0
2/7/21 4.00 PM;16.36;11.49;2.40;16.66;33;0;0;0;0;0;0;0;0;0;0
2/7/21 6.00 PM;12.45;21.76;5.32;31.05;25;0;0;0;0;0;0;0;0;0;0
2/7/21 8.00 PM;11.48;19.09;1.20;22.17;23;0;0;0;0;0;0;0;0;0;0
2/7/21 10.00 PM;20.51;12.87;0.78;15.51;41;0;0;0;0;0;0;0;0;0;0
3/7/21 12.00 AM;15.14;11.61;1.12;14.81;30;0;0;0;0;0;0;0;0;0;0
3/7/21 2.00 AM;16.61;9.12;1.15;12.45;33;0;0;0;0;0;0;0;0;0;0
3/7/21 4.00 AM;24.91;13.86;1.08;17.16;50;0;0;0;0;0;0;0;0;0;0
3/7/21 6.00 AM;16.12;13.24;1.68;17.47;32;0;0;0;0;0;0;0;0;0;0
3/7/21 8.00 AM;14.65;10.36;1.41;14.21;29;0;0;0;0;0;0;0;0;0;0
3/7/21 10.00 AM;22.71;10.00;2.76;15.94;45;0;0;0;0;0;0;0;0;0;0
3/7/21 12.00 PM;19.05;10.61;3.87;18.24;38;0;0;0;0;0;0;0;0;0;0
3/7/21 2.00 PM;12.21;7.45;2.05;12.34;24;0;0;0;0;0;0;0;0;0;0
3/7/21 4.00 PM;46.64;6.29;2.17;11.38;93;0;0;0;0;0;0;0;0;0;0
3/7/21 6.00 PM;32.97;11.35;2.30;16.56;66;0;0;0;0;0;0;0;0;0;0
3/7/21 8.00 PM;52.99;25.97;1.83;30.22;106;0;0;0;0;0;0;0;0;0;0
3/7/21 10.00 PM;26.37;26.98;1.27;30.35;53;0;0;0;0;0;0;0;0;0;0
4/7/21 12.00 AM;13.19;31.90;1.49;35.53;26;0;0;0;0;0;0;0;0;0;0
4/7/21 2.00 AM;6.59;8.72;1.21;12.29;13;0;0;0;0;0;0;0;0;0;0
4/7/21 4.00 AM;18.07;4.06;1.07;7.50;36;0;0;0;0;0;0;0;0;0;0
4/7/21 6.00 AM;14.65;7.12;1.15;10.63;29;0;0;0;0;0;0;0;0;0;0
4/7/21 8.00 AM;13.43;11.42;1.45;15.33;27;0;0;0;0;0;0;0;0;0;0
4/7/21 10.00 AM;11.72;16.38;3.01;22.60;23;0;0;0;0;0;0;0;0;0;0
4/7/21 12.00 PM;17.09;8.02;2.27;13.23;34;0;0;0;0;0;0;0;0;0;0
4/7/21 2.00 PM;14.65;7.25;2.66;13.08;29;0;0;0;0;0;0;0;0;0;0
4/7/21 4.00 PM;10.01;7.10;1.52;11.18;20;0;0;0;0;0;0;0;0;0;0
4/7/21 6.00 PM;18.80;10.32;1.69;14.61;38;0;0;0;0;0;0;0;0;0;0
4/7/21 8.00 PM;18.32;9.28;1.25;12.91;37;0;0;0;0;0;0;0;0;0;0
4/7/21 10.00 PM;14.41;8.89;1.13;12.35;29;0;0;0;0;0;0;0;0;0;0
5/7/21 12.00 AM;16.61;5.67;0.95;8.89;33;0;0;0;0;0;0;0;0;0;0
5/7/21 2.00 AM;19.29;3.90;0.94;7.14;39;0;0;0;0;0;0;0;0;0;0
5/7/21 4.00 AM;13.19;7.98;0.79;10.94;26;0;0;0;0;0;0;0;0;0;0
5/7/21 6.00 AM;16.85;9.13;1.39;12.99;34;0;0;0;0;0;0;0;0;0;0
5/7/21 8.00 AM;20.02;9.47;1.95;14.18;40;0;0;0;0;0;0;0;0;0;0
5/7/21 10.00 AM;21.00;11.73;4.23;19.92;42;0;0;0;0;0;0;0;0;0;0
5/7/21 12.00 PM;17.58;21.44;6.77;33.38;35;0;0;0;0;0;0;0;0;0;0
5/7/21 2.00 PM;17.34;7.39;2.73;13.33;35;0;0;0;0;0;0;0;0;0;0
5/7/21 4.00 PM;13.68;8.86;2.60;14.59;27;0;0;0;0;0;0;0;0;0;0
5/7/21 6.00 PM;13.43;12.47;3.06;18.85;27;0;0;0;0;0;0;0;0;0;0
5/7/21 8.00 PM;13.19;14.52;1.52;18.52;26;0;0;0;0;0;0;0;0;0;0
5/7/21 10.00 PM;12.70;8.30;1.71;12.67;25;0;0;0;0;0;0;0;0;0;0
6/7/21 12.00 AM;18.32;9.91;1.12;13.35;37;0;0;0;0;0;0;0;0;0;0
6/7/21 2.00 AM;19.29;6.64;1.09;10.08;39;0;0;0;0;0;0;0;0;0;0
6/7/21 4.00 AM;11.48;4.20;0.91;7.40;23;0;0;0;0;0;0;0;0;0;0
6/7/21 6.00 AM;45.42;9.96;1.59;14.12;91;0;0;0;0;0;0;0;0;0;0
6/7/21 8.00 AM;22.71;13.05;2.32;18.29;45;0;0;0;0;0;0;0;0;0;0
6/7/21 10.00 AM;11.23;11.47;3.42;18.41;22;0;0;0;0;0;0;0;0;0;0
6/7/21 12.00 PM;5.62;13.01;3.68;20.33;11;0;0;0;0;0;0;0;0;0;0
6/7/21 2.00 PM;2.69;19.81;5.23;29.42;15;0;0;0;0;0;0;0;0;0;0
6/7/21 4.00 PM;1.22;9.43;2.93;15.65;8;0;0;0;0;0;0;0;0;0;0
6/7/21 6.00 PM;4.15;15.85;4.13;23.82;12;0;0;0;0;0;0;0;0;0;0
6/7/21 8.00 PM;6.35;27.68;1.40;31.31;16;0;0;0;0;0;0;0;0;0;0
6/7/21 10.00 PM;10.74;17.88;1.22;21.36;21;0;0;0;0;0;0;0;0;0;0
7/7/21 12.00 AM;12.94;20.78;1.66;24.89;26;0;0;0;0;0;0;0;0;0;0
7/7/21 2.00 AM;14.90;10.99;1.26;14.64;30;0;0;0;0;0;0;0;0;0;0
7/7/21 4.00 AM;10.74;6.48;0.96;9.70;21;0;0;0;0;0;0;0;0;0;0
7/7/21 6.00 AM;8.06;15.70;2.98;21.85;16;0;0;0;0;0;0;0;0;0;0
7/7/21 8.00 AM;10.99;18.59;2.64;24.18;22;0;0;0;0;0;0;0;0;0;0
7/7/21 10.00 AM;20.27;24.99;3.11;31.17;41;0;0;0;0;0;0;0;0;0;0
7/7/21 12.00 PM;16.61;20.18;4.12;27.99;33;0;0;0;0;0;0;0;0;0;0
7/7/21 2.00 PM;49.57;9.15;2.82;15.18;99;0;0;0;0;0;0;0;0;0;0
7/7/21 4.00 PM;24.66;14.81;3.80;22.24;49;0;0;0;0;0;0;0;0;0;0
7/7/21 6.00 PM;16.12;24.25;4.65;32.81;32;0;0;0;0;0;0;0;0;0;0
7/7/21 8.00 PM;15.87;34.15;4.25;41.91;32;0;0;0;0;0;0;0;0;0;0
7/7/21 10.00 PM;26.37;18.50;2.08;23.23;53;0;0;0;0;0;0;0;0;0;0
8/7/21 12.00 AM;28.82;14.23;1.22;17.70;58;0;0;0;0;0;0;0;0;0;0
8/7/21 2.00 AM;22.47;10.80;1.27;14.42;45;0;0;0;0;0;0;0;0;0;0
8/7/21 4.00 AM;25.89;5.09;1.08;8.52;52;0;0;0;0;0;0;0;0;0;0
8/7/21 6.00 AM;26.13;16.89;1.39;20.58;52;0;0;0;0;0;0;0;0;0;0
8/7/21 8.00 AM;31.75;19.54;1.58;23.47;63;0;0;0;0;0;0;0;0;0;0
8/7/21 10.00 AM;31.01;31.85;3.47;38.45;62;0;0;0;0;0;0;0;0;0;0
8/7/21 12.00 PM;20.02;19.37;3.18;25.76;40;0;0;0;0;0;0;0;0;0;0
8/7/21 2.00 PM;19.05;10.68;2.24;15.78;38;0;0;0;0;0;0;0;0;0;0
8/7/21 4.00 PM;13.43;9.75;2.46;15.21;27;0;0;0;0;0;0;0;0;0;0
8/7/21 6.00 PM;15.63;23.80;4.10;31.52;31;0;0;0;0;0;0;0;0;0;0
8/7/21 8.00 PM;16.36;44.71;3.87;51.71;33;0;0;0;0;0;0;0;0;0;0
8/7/21 10.00 PM;24.91;10.68;1.22;14.22;50;0;0;0;0;0;0;0;0;0;0
9/7/21 12.00 AM;30.77;6.47;1.21;10.07;62;0;0;0;0;0;0;0;0;0;0
9/7/21 2.00 AM;24.91;23.49;1.15;26.70;50;0;0;0;0;0;0;0;0;0;0
9/7/21 4.00 AM;21.73;19.57;0.87;22.92;43;0;0;0;0;0;0;0;0;0;0
9/7/21 6.00 AM;33.21;21.56;2.18;26.88;66;0;0;0;0;0;0;0;0;0;0
9/7/21 8.00 AM;29.55;31.51;3.26;38.27;59;0;0;0;0;0;0;0;0;0;0
9/7/21 10.00 AM;30.53;29.01;4.63;37.92;61;0;0;0;0;0;0;0;0;0;0
9/7/21 12.00 PM;27.84;26.26;4.20;34.58;56;0;0;0;0;0;0;0;0;0;0
9/7/21 2.00 PM;29.55;15.75;2.99;22.44;59;0;0;0;0;0;0;0;0;0;0
9/7/21 4.00 PM;31.75;10.64;3.38;18.03;63;0;0;0;0;0;0;0;0;0;0
9/7/21 6.00 PM;26.13;13.05;2.48;19.01;52;0;0;0;0;0;0;0;0;0;0
9/7/21 8.00 PM;24.42;15.86;2.20;21.33;49;0;0;0;0;0;0;0;0;0;0
9/7/21 10.00 PM;19.05;9.71;1.02;13.50;38;0;0;0;0;0;0;0;0;0;0
10/7/21 12.00 AM;18.80;12.13;1.22;16.18;38;0;0;0;0;0;0;0;0;0;0
10/7/21 2.00 AM;12.94;8.34;1.22;12.48;26;0;0;0;0;0;0;0;0;0;0
10/7/21 4.00 AM;15.87;6.72;1.07;10.67;32;0;0;0;0;0;0;0;0;0;0
10/7/21 6.00 AM;9.52;9.39;1.57;14.04;19;0;0;0;0;0;0;0;0;0;0
10/7/21 8.00 AM;18.80;11.77;2.19;17.32;38;0;0;0;0;0;0;0;0;0;0
10/7/21 10.00 AM;18.80;12.62;3.21;19.72;38;0;0;0;0;0;0;0;0;0;0
10/7/21 12.00 PM;18.07;8.97;2.54;15.11;36;0;0;0;0;0;0;0;0;0;0
10/7/21 2.00 PM;19.29;6.40;1.94;11.69;39;0;0;0;0;0;0;0;0;0;0
10/7/21 4.00 PM;11.48;5.47;2.28;11.30;23;0;0;0;0;0;0;0;0;0;0
10/7/21 6.00 PM;39.80;13.03;2.11;18.43;80;0;0;0;0;0;0;0;0;0;0
10/7/21 8.00 PM;19.78;28.44;2.99;34.84;40;0;0;0;0;0;0;0;0;0;0
10/7/21 10.00 PM;9.77;24.68;1.48;28.86;20;0;0;0;0;0;0;0;0;0;0
11/7/21 12.00 AM;4.88;28.84;1.47;32.90;16;0;0;0;0;0;0;0;0;0;0
11/7/21 2.00 AM;5.86;13.09;1.06;16.88;12;0;0;0;0;0;0;0;0;0;0
11/7/21 4.00 AM;16.61;6.89;1.05;10.27;33;0;0;0;0;0;0;0;0;0;0
11/7/21 6.00 AM;13.43;9.83;2.06;14.73;27;0;0;0;0;0;0;0;0;0;0
11/7/21 8.00 AM;20.76;11.03;1.36;14.83;42;0;0;0;0;0;0;0;0;0;0
11/7/21 10.00 AM;11.97;11.11;2.31;16.37;24;0;0;0;0;0;0;0;0;0;0
11/7/21 12.00 PM;14.16;10.21;2.34;15.52;28;0;0;0;0;0;0;0;0;0;0
11/7/21 2.00 PM;10.99;5.14;1.31;8.94;22;0;0;0;0;0;0;0;0;0;0
11/7/21 4.00 PM;9.28;6.26;1.62;10.52;19;0;0;0;0;0;0;0;0;0;0
11/7/21 6.00 PM;14.65;11.43;2.27;16.63;29;0;0;0;0;0;0;0;0;0;0
11/7/21 8.00 PM;13.19;12.27;1.38;16.09;26;0;0;0;0;0;0;0;0;0;0
11/7/21 10.00 PM;12.45;12.60;1.19;16.12;25;0;0;0;0;0;0;0;0;0;0
12/7/21 12.00 AM;15.38;16.97;1.58;21.03;31;0;0;0;0;0;0;0;0;0;0
12/7/21 2.00 AM;18.32;9.83;0.91;12.95;37;0;0;0;0;0;0;0;0;0;0
12/7/21 4.00 AM;13.92;5.21;1.07;8.65;28;0;0;0;0;0;0;0;0;0;0
12/7/21 6.00 AM;13.92;15.54;1.48;19.47;28;0;0;0;0;0;0;0;0;0;0
12/7/21 8.00 AM;22.47;26.71;4.18;34.63;45;0;0;0;0;0;0;0;0;0;0
12/7/21 10.00 AM;19.29;17.54;3.60;24.69;39;0;0;0;0;0;0;0;0;0;0
12/7/21 12.00 PM;18.56;18.68;3.13;25.10;37;0;0;0;0;0;0;0;0;0;0
12/7/21 2.00 PM;18.32;10.08;1.86;14.67;37;0;0;0;0;0;0;0;0;0;0
12/7/21 4.00 PM;48.35;11.49;2.12;16.46;97;0;0;0;0;0;0;0;0;0;0
12/7/21 6.00 PM;31.01;19.46;2.96;25.61;62;0;0;0;0;0;0;0;0;0;0
12/7/21 8.00 PM;20.51;29.60;2.67;35.16;41;0;0;0;0;0;0;0;0;0;0
12/7/21 10.00 PM;21.49;23.45;1.90;27.92;43;0;0;0;0;0;0;0;0;0;0
13/7/21 12.00 AM;22.71;9.26;1.02;12.58;45;0;0;0;0;0;0;0;0;0;0
13/7/21 2.00 AM;21.00;3.79;0.91;7.01;42;0;0;0;0;0;0;0;0;0;0
13/7/21 4.00 AM;22.47;1.97;0.71;4.91;45;0;0;0;0;0;0;0;0;0;0
13/7/21 6.00 AM;23.93;7.26;0.91;10.48;48;0;0;0;0;0;0;0;0;0;0
13/7/21 8.00 AM;18.32;12.20;1.63;16.47;37;0;0;0;0;0;0;0;0;0;0
13/7/21 10.00 AM;19.05;10.98;2.28;16.25;38;0;0;0;0;0;0;0;0;0;0
13/7/21 12.00 PM;13.19;11.25;2.04;16.16;26;0;0;0;0;0;0;0;0;0;0
13/7/21 2.00 PM;9.52;5.95;1.21;9.63;19;0;0;0;0;0;0;0;0;0;0
13/7/21 4.00 PM;8.06;6.49;1.27;10.25;16;0;0;0;0;0;0;0;0;0;0
13/7/21 6.00 PM;10.99;8.58;1.49;12.65;22;0;0;0;0;0;0;0;0;0;0
13/7/21 8.00 PM;17.83;10.69;1.48;14.73;36;0;0;0;0;0;0;0;0;0;0
13/7/21 10.00 PM;27.59;6.00;0.94;9.26;55;0;0;0;0;0;0;0;0;0;0
14/7/21 12.00 AM;26.62;4.06;0.70;6.97;53;0;0;0;0;0;0;0;0;0;0
14/7/21 2.00 AM;18.32;3.28;0.69;6.17;37;0;0;0;0;0;0;0;0;0;0
14/7/21 4.00 AM;21.49;3.82;0.67;6.68;43;0;0;0;0;0;0;0;0;0;0
14/7/21 6.00 AM;26.13;10.42;1.36;14.28;52;0;0;0;0;0;0;0;0;0;0
14/7/21 8.00 AM;24.42;18.84;2.11;23.78;49;0;0;0;0;0;0;0;0;0;0
14/7/21 10.00 AM;36.14;15.18;3.28;21.95;72;0;0;0;0;0;0;0;0;0;0
14/7/21 12.00 PM;33.70;15.73;2.97;22.02;67;0;0;0;0;0;0;0;0;0;0
14/7/21 2.00 PM;37.12;10.92;2.44;16.43;74;0;0;0;0;0;0;0;0;0;0
14/7/21 4.00 PM;39.56;11.22;2.47;16.78;79;0;0;0;0;0;0;0;0;0;0
14/7/21 6.00 PM;28.57;19.36;2.81;25.37;57;0;0;0;0;0;0;0;0;0;0
14/7/21 8.00 PM;33.70;26.07;2.92;32.21;67;0;0;0;0;0;0;0;0;0;0
14/7/21 10.00 PM;30.28;9.36;1.32;13.18;61;0;0;0;0;0;0;0;0;0;0
15/7/21 12.00 AM;21.25;5.18;1.37;9.11;42;0;0;0;0;0;0;0;0;0;0
15/7/21 2.00 AM;18.80;1.99;1.24;5.75;38;0;0;0;0;0;0;0;0;0;0
15/7/21 4.00 AM;15.63;1.92;1.25;5.71;31;0;0;0;0;0;0;0;0;0;0
